STUDENTID,pred,data_length
2333323517,0.789166666666667,20m
2333323592,0.775,10m
2333324696,0.76,30m
2333324882,0.6475,30m
2333325889,0.6325,10m
2333325994,0.78,30m
2333326079,0.5725,30m
2333326486,0.6075,20m
2333326770,0.35791666666666666,20m
2333327091,0.7375,30m
2333327181,0.6712499999999997,20m
2333327431,0.18166666666666673,20m
2333327521,0.91,30m
2333327598,0.68,30m
2333327776,0.8125,10m
2333328225,0.8,30m
2333328276,0.57,10m
2333328471,0.6724999999999999,20m
2333328535,0.22,10m
2333328721,0.6287500000000003,20m
2333328730,0.6775,30m
2333329060,0.7225,30m
2333329141,0.524375,20m
2333329159,0.6975,10m
2333329418,0.6812500000000001,20m
2333329663,0.69625,20m
2333329825,0.62375,20m
2333330076,0.475,30m
2333330084,0.7375,10m
2333330505,0.76,10m
2333330611,0.6775,10m
2333330769,0.5,10m
2333330912,0.7408333333333331,20m
2333330971,0.915,30m
2333331013,0.5987500000000001,20m
2333331102,0.695,10m
2333331170,0.5725,10m
2333331366,0.6341666666666665,20m
2333331374,0.3604166666666667,20m
2333331528,0.6625,10m
2333331676,0.4875,30m
2333331811,0.415,30m
2333332036,0.1075,10m
2333332460,0.7945833333333333,20m
2333332524,0.57,30m
2333332621,0.525,30m
2333333059,0.41,10m
2333333814,0.2075,10m
2333334250,0.5783333333333333,20m
2333334501,0.33,30m
2333334667,0.49,10m
2333336040,0.8479166666666665,20m
2333336112,0.7270833333333335,20m
2333336708,0.7229166666666668,20m
2333337143,0.67,30m
2333337496,0.535,10m
2333337640,0.2979166666666668,20m
2333337747,0.6345833333333334,20m
2333338093,0.7283333333333332,20m
2333338158,0.7025,10m
2333338336,0.5133333333333332,20m
2333338425,0.4875,10m
2333338689,0.6295833333333333,20m
2333338832,0.6925,30m
2333338930,0.5283333333333333,20m
2333339006,0.55,30m
2333339090,0.6,30m
2333339138,0.715,30m
2333339197,0.6725,30m
2333339707,0.7533333333333335,20m
2333339782,0.475,10m
2333340284,0.6275,10m
2333340641,0.7233333333333333,20m
2333341141,0.71,10m
2333341175,0.7275,30m
2333341825,0.525,10m
2333342171,0.6075,30m
2333342481,0.76,30m
2333342686,0.655,30m
2333343038,0.7825,10m
2333343461,0.71,10m
2333343534,0.5825,30m
2333343925,0.54625,20m
2333344565,0.7675,10m
2333345162,0.665,10m
2333345227,0.555,30m
2333345821,0.5825,30m
2333345839,0.6200000000000001,20m
2333346070,0.7775,30m
2333346347,0.7187499999999999,20m
2333346452,0.59,10m
2333346606,0.7675,10m
2333346673,0.615,30m
2333347556,0.7768749999999999,20m
2333348056,0.8212500000000001,20m
2333348307,0.655,10m
2333349095,0.7675,10m
2333349346,0.1325,30m
2333349567,0.5518749999999999,20m
2333349591,0.72,30m
2333349699,0.59,30m
2333349753,0.6408333333333335,20m
2333349931,0.51,10m
2333350000,0.4025,10m
2333350093,0.6125,30m
2333350883,0.555,10m
2333351545,0.5825,10m
2333351634,0.8525,30m
2333351715,0.5525,30m
2333351898,0.5525,10m
2333351987,0.59,30m
2333352657,0.5833333333333333,20m
2333352894,0.8425,30m
2333352932,0.6675,10m
2333353335,0.865,30m
2333353491,0.71,30m
2333354684,0.6675,10m
2333354781,0.6275,30m
2333354846,0.7325,30m
2333354871,0.6125,30m
2333355460,0.8041666666666667,20m
2333355796,0.43,30m
2333355877,0.82,10m
2333356482,0.635,10m
2333356822,0.7749999999999999,20m
2333357161,0.76,10m
2333357586,0.255,30m
2333358019,0.71,10m
2333358108,0.8225,30m
2333358175,0.2125,30m
2333358680,0.5975,30m
2333358965,0.535,10m
2333359961,0.615,30m
2333360064,0.69,10m
2333360561,0.44,30m
2333361257,0.6075,10m
2333361354,0.3725,30m
2333361419,0.5970833333333334,20m
2333361940,0.4325,30m
2333362016,0.455,10m
2333362270,0.3075,20m
2333362547,0.535,10m
2333362601,0.455,10m
2333362792,0.3975,30m
2333362954,0.5475,30m
2333363055,0.5625,30m
2333363217,0.5825,10m
2333363292,0.5625,10m
2333363896,0.8325000000000001,20m
2333363969,0.8575,10m
2333363993,0.2775,10m
2333364094,0.5091666666666667,20m
2333364337,0.6170833333333332,20m
2333364744,0.6929166666666666,20m
2333364990,0.575,30m
2333365091,0.745,30m
2333365287,0.6175,10m
2333366135,0.5825,10m
2333366356,0.6225,10m
2333366691,0.7637499999999998,20m
2333366887,0.705,30m
2333366950,0.6575,10m
2333367476,0.6554166666666669,20m
2333367824,0.795,30m
2333367891,0.25708333333333333,20m
2333368146,0.62,10m
2333368391,0.5679166666666668,20m
2333368588,0.6295833333333333,20m
2333368740,0.41,30m
2333368774,0.71,30m
2333369029,0.5,10m
2333369185,0.725,30m
2333369274,0.745,10m
2333369592,0.1925,30m
2333369860,0.1175,30m
2333369941,0.5445833333333334,20m
2333370124,0.7402083333333335,20m
2333370787,0.6275,30m
2333371031,0.4325,10m
2333371228,0.7625,30m
2333372232,0.6925,30m
2333372500,0.7425,10m
2333372917,0.6575,10m
2333373611,0.5783333333333333,20m
2333373956,0.7837500000000002,20m
2333374804,0.4525,10m
2333374898,0.3675,30m
2333375142,0.3575,30m
2333375223,0.3675,30m
2333375258,0.6375,10m
2333375550,0.66,10m
2333376351,0.7683333333333333,20m
2333377013,0.7437500000000001,20m
2333377021,0.2575,30m
2333377102,0.51,30m
2333377111,0.5875,10m
2333377137,0.5975,30m
2333377510,0.588333333333333,20m
2333377781,0.4475,10m
2333377951,0.7804166666666669,20m
2333378044,0.7133333333333333,20m
2333378192,0.3975,10m
2333378206,0.78,10m
2333378559,0.6925,10m
2333378958,0.63,10m
2333379253,0.4833333333333333,20m
2333379482,0.32,30m
2333379491,0.7925,30m
2333380545,0.6279166666666666,20m
2333380685,0.59,10m
2333381843,0.585,10m
2333381959,0.6825,30m
2333382033,0.7454166666666667,20m
2333382122,0.6570833333333335,20m
2333382220,0.5149999999999999,20m
2333382238,0.4870833333333332,20m
2333382548,0.525,10m
2333383072,0.475,30m
2333383404,0.6625,10m
2333383641,0.475,30m
2333383927,0.5333333333333333,20m
2333384672,0.695,30m
2333384869,0.7025,30m
2333385024,0.5075,10m
2333385181,0.695,10m
