,pred,truth,fold,leaf_size,STUDENTID,label,sec_spent_BlockRev,sec_spent_EOSTimeLft,sec_spent_VH098519,sec_spent_VH098522,sec_spent_VH098556,sec_spent_VH098597,sec_spent_VH098740,sec_spent_VH098753,sec_spent_VH098759,sec_spent_VH098779,sec_spent_VH098783,sec_spent_VH098808,sec_spent_VH098810,sec_spent_VH098812,sec_spent_VH098834,sec_spent_VH098839,sec_spent_VH134366,sec_spent_VH134373,sec_spent_VH134387,sec_spent_VH139047,sec_spent_VH139196,sec_spent_VH356862,times_entered_BlockRev,times_entered_EOSTimeLft,times_entered_VH098519,times_entered_VH098522,times_entered_VH098556,times_entered_VH098597,times_entered_VH098740,times_entered_VH098753,times_entered_VH098759,times_entered_VH098779,times_entered_VH098783,times_entered_VH098808,times_entered_VH098810,times_entered_VH098812,times_entered_VH098834,times_entered_VH098839,times_entered_VH134366,times_entered_VH134373,times_entered_VH134387,times_entered_VH139047,times_entered_VH139196,times_entered_VH356862,num_actions_BlockRev,num_actions_EOSTimeLft,num_actions_VH098519,num_actions_VH098522,num_actions_VH098556,num_actions_VH098597,num_actions_VH098740,num_actions_VH098753,num_actions_VH098759,num_actions_VH098779,num_actions_VH098783,num_actions_VH098808,num_actions_VH098810,num_actions_VH098812,num_actions_VH098834,num_actions_VH098839,num_actions_VH134366,num_actions_VH134373,num_actions_VH134387,num_actions_VH139047,num_actions_VH139196,num_actions_VH356862,count_Calculator Buffer,count_Click Choice,count_Click Progress Navigator,count_DropChoice,count_Eliminate Choice,count_Enter Item,count_Lose Focus,count_Math Keypress,count_Move Calculator,count_Next,count_Open Calculator,count_Receive Focus,count_Vertical Item Scroll,percentile5_BlockRev,percentile5_EOSTimeLft,percentile5_VH098519,percentile5_VH098522,percentile5_VH098556,percentile5_VH098597,percentile5_VH098740,percentile5_VH098753,percentile5_VH098759,percentile5_VH098779,percentile5_VH098783,percentile5_VH098808,percentile5_VH098810,percentile5_VH098812,percentile5_VH098834,percentile5_VH098839,percentile5_VH134366,percentile5_VH134373,percentile5_VH134387,percentile5_VH139047,percentile5_VH139196,percentile5_VH356862,percentile5_vh_count,sec_spent_std,poly_delta_sec_deg0_coeff0,poly_delta_sec_deg1_coeff0,poly_delta_sec_deg1_coeff1,poly_delta_sec_deg2_coeff0,poly_delta_sec_deg2_coeff1,poly_delta_sec_deg2_coeff2,poly_delta_sec_deg3_coeff0,poly_delta_sec_deg3_coeff1,poly_delta_sec_deg3_coeff2,poly_delta_sec_deg3_coeff3,poly_per_item_sec_deg0_coeff0,poly_per_item_sec_deg1_coeff0,poly_per_item_sec_deg1_coeff1,poly_per_item_sec_deg2_coeff0,poly_per_item_sec_deg2_coeff1,poly_per_item_sec_deg2_coeff2,poly_per_item_sec_deg3_coeff0,poly_per_item_sec_deg3_coeff1,poly_per_item_sec_deg3_coeff2,poly_per_item_sec_deg3_coeff3,answer_rank_VH098808,"answer_rank_VH139196_C,1",answer_rank_VH098810,answer_rank_VH134366_5,answer_rank_VH134366_2,answer_rank_VH134366_3,answer_rank_VH098779,"answer_rank_VH139196_B,1",answer_rank_VH139047_3,answer_rank_VH098839,answer_rank_VH134366_4,answer_rank_VH098812,answer_rank_VH098759,answer_rank_VH139047_4,answer_rank_VH134373_1,answer_rank_VH134387_1,answer_rank_VH098834,answer_rank_VH098783,answer_rank_VH098556,answer_rank_VH098519,answer_rank_VH134366_1,answer_rank_VH098597,answer_rank_VH139047_1,answer_rank_VH098522,"answer_rank_VH139196_A,1",answer_rank_VH098740,answer_rank_VH139047_2,answer_rank_VH098753,answer_count_top1,answer_count_top2,answer_count_top3,answer_count_top4,answer_count_top5,answer_count_unanswered,count_Draw,count_Erase,count_Scratchwork Draw Mode On,count_Scratchwork Erase Mode On,count_Scratchwork Mode Off,count_Scratchwork Mode On,count_Equation Editor Button,count_Clear Scratchwork,count_Highlight,count_TextToSpeech,sec_spent_SecTimeOut,times_entered_SecTimeOut,num_actions_SecTimeOut,percentile5_SecTimeOut,sec_spent_HELPMAT8,times_entered_HELPMAT8,num_actions_HELPMAT8,percentile5_HELPMAT8
1049,1.0,True,0,24,2333161975,1.0,3.254,13.126,66.89,90.273,25.004,43.356,60.79,153.98,122.397,42.013,64.707,46.834,23.526,89.507,174.967,69.07,151.28,61.674,84.896,224.853,172.506,15.13,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,3.0,2.0,3.0,5.0,5.0,3.0,6.0,20.0,7.0,3.0,5.0,3.0,3.0,6.0,11.0,5.0,48.0,11.0,28.0,8.0,91.0,2,7.0,17.0,0.0,4.0,2.0,23,41.0,28.0,26.0,20.0,7.0,44.0,29.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,22,59.144213535750026,6.47493884892086,-0.015755491472665608,8.657074417885049,0.0006854339568662412,-0.2056206975246143,17.390873896274684,-9.451454361342877e-07,0.0010781418855800372,-0.2490543834694475,18.384424955920604,82.24863636363634,4.093837380011295,39.263343873517755,-0.14484239130434803,7.1355275974026044,29.124376482213446,-0.0035663927605572875,-0.032501019346794086,6.213615068798556,30.547367193675765,1,3,1,1,1,1,2,1000,1,3,1,2,4,1,3,1000,4,1,1,1,1,1,1,1,3,1,1,4,17,19,23,26,26,2,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1051,0.125,True,1,3,2333162076,1.0,7.32,8.18,34.527,38.887,52.1,31.247,38.647,67.95,88.246,19.72,59.33,63.033,18.406,61.61,71.773,100.613,111.157,72.637,56.383,94.234,88.25,7.63,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,3.0,2.0,3.0,3.0,3.0,3.0,4.0,9.0,5.0,3.0,6.0,5.0,3.0,5.0,3.0,5.0,38.0,6.0,10.0,10.0,19.0,2,9.0,14.0,0.0,4.0,0.0,23,12.0,31.0,8.0,20.0,9.0,12.0,6.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,22,30.65230046764317,7.945866666666676,0.016156607849237725,6.742199381898455,0.001212737269119658,-0.16454124524959132,11.19941309166958,-1.7514163831626412e-05,0.005127152885488158,-0.39706103569464674,14.03814729666001,54.35345454545454,2.386341050254095,29.296873517786533,-0.2544463579898363,7.729714568040657,11.485628458498041,-0.028874315234727062,0.6550945719040656,0.26570407986371797,23.006480237154086,1,2,2,1,1000,1,1,1,1,1,2,3,1,1,1,7,1,4,1,1,1,1,1,1,2,2,1,3,18,23,25,26,26,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1052,0.0,False,2,10,2333162661,0.0,7.784,13.81,22.397,8.656,5.963,5.514,17.06,4.397,5.833,4.32,7.12,6.3,21.253,4.87,4.877,4.59,41.753,6.49,7.587,19.11,25.356,5.944,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,3.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,24.0,8.0,9.0,5.0,30.0,2,0.0,15.0,15.0,4.0,0.0,23,12.0,34.0,0.0,5.0,0.0,12.0,5.0,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,5,9.270327083302128,1.976251968503935,-0.01813095823959507,3.118502337598426,0.000922060242106364,-0.13431054874499693,5.53891047312763,-2.6631668327439665e-06,0.001425398773494974,-0.15957867565407177,5.798968714345084,10.54509090909091,0.0826278938452853,9.67749802371541,0.10433992094861677,-2.108510446075667,16.981292490118598,-0.013982157964080146,0.544777896817141,-5.722898279790383,22.560173517786538,1,1000,2,1000,1000,1000,5,1000,3,4,1000,4,5,3,26,29,1,2,5,2,1000,3,3,2,1000,2,3,1,3,8,13,15,18,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1054,1.0,True,1,6,2333163005,1.0,128.054,10.863,32.81,41.243,12.633,28.134,39.924,66.53,103.853,12.153,47.097,56.906,15.91,89.397,107.467,30.72,122.37,99.966,82.216,101.097,113.0,10.03,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,3.0,2.0,8.0,4.0,3.0,4.0,10.0,12.0,20.0,3.0,7.0,11.0,5.0,20.0,8.0,4.0,40.0,2.0,36.0,19.0,91.0,2,12.0,18.0,0.0,12.0,8.0,23,31.0,36.0,26.0,20.0,12.0,34.0,15.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,22,39.929982906161676,4.306920382165607,0.008173484656881414,3.027770033363665,0.00029152175557040875,-0.08307282483665653,7.7725781270276375,3.291668831090918e-06,-0.001253916760626778,0.11010764802175806,2.7740117902394443,61.66745454545453,1.8830378317334837,41.89555731225297,0.1248595426312819,-0.7390125635234357,50.635725296442736,-0.09535243741765473,3.128461321287405,-25.387617635987183,88.68134782608686,2,6,1,1,1000,1,2,5,1,3,1,5,1,1,1000,2,1,1,1,1,1,1,1,1,3,1,1,2,17,21,23,23,25,2,35.0,2.0,2.0,2.0,3.0,3.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1056,0.75,True,0,2,2333163269,1.0,9.5,2.23,214.49,45.997,11.783,57.0,71.54,55.94,148.166,43.163,57.604,75.507,28.946,64.39,42.267,88.917,114.957,205.233,133.663,75.797,126.38,8.364,2.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1,4.0,2.0,19.0,53.0,3.0,21.0,17.0,10.0,22.0,16.0,9.0,31.0,4.0,7.0,21.0,4.0,45.0,17.0,53.0,11.0,66.0,2,10.0,14.0,27.0,6.0,14.0,31,26.0,27.0,16.0,1.0,10.0,27.0,28.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,22,57.91129129029235,3.848590389016023,-0.008227641335335316,5.642216200119118,9.443815287326376e-06,-0.012345144800609623,5.940735201351505,-4.333190149570495e-07,0.000292834451069237,-0.061711880217621494,7.72411247232707,144.43059090909094,-3.4068283455674733,180.20228853754935,-0.1707719508752105,0.17938262281194606,168.2482519762848,0.07112190902156586,-2.4111120850545364,18.564396104886754,139.87061027668,2,1000,1,1,1,1,1,7,1,4,1,1,1,1,10,17,1,1,1,1,1,1,1,1,1000,4,1,4,19,20,20,23,23,2,153.0,3.0,3.0,2.0,10.0,10.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1057,0.5,True,3,3,2333163421,1.0,9.397,2.27,50.93,60.104,46.36,41.603,27.783,52.017,85.867,29.453,76.146,77.927,28.366,106.754,59.61,116.327,113.184,41.483,20.927,98.699,24.073,20.664,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,3.0,1,5.0,2.0,4.0,3.0,3.0,3.0,3.0,6.0,6.0,3.0,3.0,3.0,3.0,3.0,3.0,7.0,11.0,4.0,6.0,14.0,6.0,4,1.0,15.0,11.0,10.0,2.0,31,1.0,2.0,1.0,17.0,1.0,1.0,8.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,21,33.31027099115425,11.3328,-0.059003089363466696,14.400960646900261,-0.0010370139505032892,0.04884636148887541,12.549545073935075,-5.839339262024602e-05,0.008072355298255085,-0.3282932040882454,15.739646184850233,166.94013636363636,16.888233201581027,-10.386312252964387,0.31535714285714356,10.265733201581018,11.688687747035624,-0.14273280632411015,4.811440542066613,-26.63069723320146,68.63907747035526,5,1000,1,1000,1000,1000,2,1000,3,3,1000,1,2,2,1000,3,2,2,4,5,1000,4,4,4,1000,2,1,2,3,10,13,17,19,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1058,0.375,False,2,2,2333163528,0.0,17.233,7.137,29.677,118.63,19.683,21.873,31.657,75.633,28.783,30.634,34.373,78.39,29.19,204.94,184.716,94.07,188.157,47.025,167.158,107.967,272.138,11.61,5.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,4.0,3.0,4.0,1,8.0,4.0,5.0,6.0,3.0,6.0,9.0,10.0,7.0,9.0,5.0,9.0,10.0,119.0,72.0,5.0,48.0,18.0,47.0,33.0,226.0,2,10.0,19.0,19.0,20.0,5.0,46,39.0,201.0,13.0,21.0,10.0,39.0,6.0,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,21,74.41560943697252,2.7241664145234594,-0.004405584615621127,4.178009337678421,3.1692398811554206e-06,-0.006497282937183712,4.40774753666338,-1.2587411294023412e-07,0.00012778461169198727,-0.03937084319570374,6.208946428508592,650.1977272727271,20.02193901750425,439.9673675889324,-1.2459234895539235,46.18633229813662,352.75272332015857,-0.6292559253865884,18.575638160123603,-116.47632441429641,603.8258375494061,1,1000,1,1,1000,1,2,1000,1,3,1,3,3,1,5,5,3,4,5,1,1,4,1,1,17,4,1,3,12,13,18,21,24,3,7.0,30.0,0.0,9.0,6.0,4.0,4.0,1.0,124.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1059,1.0,False,3,19,2333164613,0.0,0.0,0.0,108.93,0.0,0.0,0.0,45.973,429.72,349.497,0.0,68.11,117.843,31.354,68.353,0.0,0.0,339.067,0.0,61.6,176.263,0.0,10.273,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1,0.0,0.0,5.0,0.0,0.0,0.0,6.0,11.0,8.0,0.0,5.0,9.0,6.0,2.0,0.0,0.0,35.0,0.0,22.0,8.0,0.0,2,13.0,8.0,0.0,4.0,3.0,14,11.0,21.0,1.0,11.0,13.0,12.0,6.0,0,0,True,0,0,0,True,True,True,0,True,True,True,True,0,0,True,0,True,True,0,True,13,136.77135899538249,14.9502479338843,-0.08676144831323669,20.155934832678497,-0.00190978639449144,0.14241291902573608,15.610643213788874,7.696131843150142e-05,-0.01576282371216169,0.8046034950740604,9.12649821329803,139.1076153846154,-2.300670329670324,152.91163736263726,-3.680006993006994,41.859413586413595,71.95148351648363,0.8222849650349663,-18.48113636363639,110.10906568431581,17.680675824175935,2,1000,1,1,1000,1000,1000,1000,1,1000,1,1000,2,1,1000,1000,1000,1,1000,1,1,1000,1,1000,1000,5,1,2,10,13,13,13,14,14,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.997,1.0,2.0,True,0.0,0.0,0.0,0
1061,0.6666666666666666,True,0,8,2333165393,1.0,0.0,0.0,39.83,0.0,47.596,153.943,49.947,24.453,82.607,21.364,351.081,78.573,15.904,282.686,0.0,77.807,357.583,46.493,8.083,109.73,67.324,4.146,0.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,1,0.0,0.0,4.0,0.0,4.0,5.0,14.0,4.0,4.0,4.0,5.0,4.0,3.0,7.0,0.0,3.0,87.0,2.0,2.0,16.0,19.0,2,0.0,11.0,6.0,12.0,0.0,29,25.0,40.0,0.0,18.0,0.0,25.0,11.0,0,0,True,0,True,True,True,True,True,True,True,True,True,True,0,True,True,True,False,True,True,True,18,107.87324669374381,9.68507853403141,0.053134625585560764,4.637289103403142,0.0007146347021590552,-0.08264596782465972,8.91437779582508,-2.3798943704503412e-05,0.007497333657942543,-0.5967793084617893,16.947806439055,220.8167368421053,-23.265385964912287,430.20521052631574,1.3566463216865772,-47.68501975527066,499.39417293233106,-0.47600931919817047,14.208897940037158,-137.74598294756424,615.9212542720422,3,5,2,20,1000,1000,1000,1000,3,5,9,3,1000,1,1000,1000,1000,4,1000,2,17,1,2,1000,18,3,4,1,3,6,10,12,14,10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.7,1.0,2.0,True,0.0,0.0,0.0,0
1062,0.7777777777777778,True,3,3,2333165903,1.0,10.44,0.0,66.49,86.443,23.68,31.714,42.583,79.68,172.644,98.3,97.086,77.169,21.627,89.954,113.89,119.943,231.557,108.1,112.694,117.963,101.22,10.877,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1,3.0,0.0,11.0,28.0,3.0,3.0,5.0,10.0,8.0,48.0,8.0,13.0,2.0,3.0,16.0,7.0,45.0,14.0,30.0,25.0,15.0,2,12.0,14.0,21.0,20.0,0.0,25,14.0,37.0,12.0,1.0,12.0,14.0,4.0,True,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,22,54.195962829957324,6.038704318936885,-0.014077778266704791,8.150371058942595,-5.604638053850718e-05,0.0027361358948473622,7.312477669891915,-3.94677451777477e-07,0.00012155847276135722,-0.01854100446596674,7.839975924516071,126.38659090909088,7.530653303218525,47.31473122529642,-1.2795081874647094,34.40032523997742,-42.25084189723318,-0.18840704528118712,4.655313738892684,-14.302895965209448,32.92356916996032,1,1000,1,22,7,16,3,1000,1,3,22,3,2,1,1,13,4,3,1,1,1,1,1,2,1000,1,1,2,12,15,19,20,20,3,77.0,1.0,2.0,1.0,3.0,3.0,1.0,3.0,0.0,16.0,3.596,1.0,2.0,True,0.0,0.0,0.0,0
1063,0.8333333333333334,False,0,7,2333166152,0.0,7.243,1.354,39.017,24.313,44.533,23.723,41.366,83.986,55.956,31.877,53.063,68.33,28.546,63.554,53.007,83.967,89.128,89.613,41.377,87.657,67.84,8.584,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1,4.0,2.0,3.0,3.0,3.0,4.0,4.0,9.0,5.0,3.0,7.0,6.0,6.0,3.0,4.0,4.0,43.0,8.0,6.0,17.0,32.0,2,7.0,17.0,20.0,12.0,8.0,24,12.0,50.0,4.0,1.0,7.0,12.0,2.0,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,21,27.01911433497184,6.112550561797748,0.010057493704311724,5.222462368966167,0.0005638188576751628,-0.08973844410419206,8.149809878015613,-5.4227801941882115e-06,0.0020035669992321337,-0.19138574745415302,9.62795130334743,48.5120909090909,2.498251835121401,22.280446640316185,-0.27112852907961615,8.19195094579334,3.3014496047430906,-0.036754673739685086,0.8866436937204641,-1.3091322159152587,17.966564426877383,1,3,1,1,1,1,1,3,1,1,4,5,5,1,1,3,2,1,3,1,1,1,1,2,3,2,1,4,16,19,24,26,28,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1065,1.0,True,0,10,2333166314,1.0,20.98,23.84,82.417,52.427,41.15,37.57,31.85,65.024,83.073,96.22,116.046,83.45,16.423,79.327,226.276,29.54,140.196,61.387,55.617,129.987,151.59,7.773,4.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1,6.0,4.0,5.0,4.0,3.0,3.0,3.0,13.0,6.0,3.0,6.0,7.0,3.0,14.0,6.0,6.0,43.0,6.0,73.0,10.0,30.0,2,8.0,16.0,2.0,6.0,1.0,30,20.0,96.0,6.0,22.0,8.0,20.0,4.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,22,51.99962132373642,6.37563671875,0.014550666986152441,4.520426678015563,0.0009392588842129954,-0.22496034848816157,14.659726333094858,-1.378798921052424e-06,0.0014666494715155484,-0.27864898603534566,15.789432130469407,105.76145454545457,-2.6000350084697894,133.0618221343873,0.3623631422924907,-10.2096609966121,158.4272420948618,-0.13203821857014056,4.521567027251916,-44.341540496993424,211.11049130434765,3,2,2,1000,17,14,4,7,4,3,4,3,5,1,1,1000,2,3,2,5,1000,5,3,4,19,3,2,4,2,7,13,18,21,3,3.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1068,1.0,True,3,36,2333166691,1.0,0.0,0.0,60.524,0.0,0.0,28.287,37.826,83.72,363.63,0.0,54.7,98.95,19.693,88.736,0.0,115.586,176.434,101.1,87.96,358.65,122.464,12.137,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0,17.0,0.0,0.0,2.0,5.0,8.0,63.0,0.0,8.0,7.0,5.0,5.0,0.0,3.0,62.0,9.0,6.0,12.0,38.0,2,11.0,9.0,0.0,4.0,3.0,18,18.0,56.0,12.0,15.0,11.0,19.0,7.0,0,0,True,0,0,True,True,True,True,0,True,True,True,True,0,True,True,True,True,True,True,True,17,102.59322371216325,7.14009448818898,-0.01328706856306993,8.82090866141732,0.0004991324580916208,-0.1395675804602501,14.124690161098894,2.511025513550932e-06,-0.0004538017243009567,-0.04332072583349703,12.11552373094238,106.68394117647057,5.729730392156863,60.84609803921569,-1.0030317337461299,21.77823813209496,20.724828689370405,-0.008932318541451297,-0.7886560887513018,20.447322669418742,22.225458204334338,1,19,2,15,11,11,1000,1,1,1000,14,2,1,1,5,8,1000,1,1000,1,1,1000,1,1000,1000,1,1,1,12,14,14,14,15,7,47.0,3.0,1.0,1.0,5.0,5.0,4.0,2.0,0.0,0.0,3.187,1.0,2.0,True,0.0,0.0,0.0,0
1070,1.0,True,0,5,2333166993,1.0,102.358,14.879,91.753,7.866,13.966,63.427,27.13,39.173,122.6,11.96,41.093,50.83,29.15,78.19,45.407,45.67,221.034,66.337,43.967,227.74,66.84,18.353,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1,4.0,4.0,32.0,5.0,5.0,16.0,11.0,8.0,48.0,6.0,21.0,14.0,13.0,41.0,5.0,14.0,65.0,16.0,12.0,107.0,28.0,8,10.0,16.0,8.0,80.0,0.0,33,22.0,47.0,26.0,20.0,10.0,22.0,9.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,22,58.45369205126015,2.960089026915103,0.004149789101882657,1.9599898533613958,3.557005099279772e-05,-0.012994975476645845,3.334428480406763,3.1559636086156536e-07,-0.0001926061179101139,0.030951817773327114,1.5783846845299567,120.17354545454545,-1.7006516092602997,138.03038735177856,-0.053514045736871574,-0.5768566487860041,134.28440415019776,-0.05219982317453688,1.5907803842610388,-14.07051093940377,155.1121335968378,3,1000,2,10,4,14,4,1,3,3,11,4,5,2,26,28,4,3,3,1,9,3,2,2,1000,2,3,2,2,8,15,19,20,2,64.0,2.0,4.0,3.0,5.0,5.0,0.0,6.0,0.0,84.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1073,0.7692307692307693,True,3,3,2333167256,1.0,6.743,7.35,124.817,186.28,23.74,57.807,90.707,87.92,101.92,48.06,120.693,109.09,38.183,124.347,100.55,42.106,161.22,105.87,61.07,133.153,69.59,7.114,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,3.0,2.0,7.0,12.0,3.0,3.0,3.0,10.0,6.0,3.0,6.0,9.0,5.0,7.0,3.0,6.0,47.0,10.0,10.0,13.0,15.0,2,17.0,19.0,0.0,6.0,0.0,23,15.0,31.0,14.0,20.0,17.0,15.0,5.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,22,49.1399513455159,9.774756756756759,0.006072573063947552,9.216080034873581,0.0009186470856837705,-0.16295849070186616,14.371527479730904,-8.72237213803064e-06,0.003326021795780224,-0.3396615388973732,17.04419488287997,82.29722727272726,0.6941044607566373,75.00913043478253,-0.4395800395256918,9.925285290796166,44.23852766798419,-0.012333139172040665,-0.051086155606410937,6.7371688148236535,49.159450197628416,5,1000,2,1,1,1,1,1,1,3,1,3,3,1,1,2,5,4,1,1,1,1,1,1,2,2,1,4,16,20,23,25,27,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1076,0.6666666666666666,False,3,5,2333168198,0.0,8.954,5.01,19.607,45.386,26.15,64.98,69.5,51.827,57.743,14.496,122.547,74.667,23.053,57.233,55.844,79.154,92.89,70.826,19.633,195.2,80.547,5.883,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,3.0,2.0,3.0,3.0,3.0,5.0,5.0,3.0,4.0,3.0,8.0,6.0,5.0,4.0,3.0,7.0,49.0,20.0,4.0,20.0,15.0,2,4.0,17.0,0.0,16.0,0.0,23,17.0,30.0,8.0,20.0,4.0,18.0,14.0,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,21,43.137116909602646,7.0120338983050825,-0.0011939890237357505,7.117104932393828,0.0005433075927412215,-0.09681612534619069,9.906083908465428,-2.511125949674615e-06,0.001206244843455319,-0.14335482257151028,10.578965217940242,56.45327272727273,2.7313777526821017,27.773806324110645,-0.24718047713156432,7.9221677724449515,10.471172924901188,-0.005359125580750227,-0.07836802133793232,6.536833809821022,12.609464031620497,3,1000,2,21,11,10,4,1000,1,3,16,1,4,1,14,1000,2,4,2,2,7,1,2,1,1000,2,2,2,5,13,15,18,18,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
