STUDENTID,label,pred,data_length
2333271461,1,0.8051948051948052,10m
2333271797,0,0.14285714285714285,10m
2333272327,0,0.6186252771618626,10m
2333272912,0,0.4935064935064935,10m
2333273170,1,0.5787139689578714,10m
2333273323,1,0.65,10m
2333273480,0,0.7339246119733924,10m
2333274010,0,0.68,10m
2333274176,1,0.72,10m
2333274818,0,0.41,10m
2333275024,1,0.446,10m
2333275385,0,0.4025974025974026,10m
2333275466,1,0.64,10m
2333275628,1,0.628,10m
2333275903,1,0.5,10m
2333276071,1,0.69,10m
2333276128,1,0.77,10m
2333276748,1,0.732,10m
2333276829,1,0.5343680709534369,10m
2333277078,1,0.3858093126385809,10m
2333277256,0,0.33,10m
2333277507,1,0.6518847006651884,10m
2333278104,1,0.5587583148558758,10m
2333278449,0,0.22172949002217296,10m
2333279381,1,0.68,10m
2333279453,1,0.4212860310421286,10m
2333279496,1,0.744,10m
2333280052,0,0.7012987012987013,10m
2333280249,1,0.577922077922078,10m
2333280583,1,0.3237250554323725,10m
2333281245,0,0.61,10m
2333281431,1,0.4523281596452328,10m
2333281601,1,0.7139689578713969,10m
2333281750,1,0.64,10m
2333282021,1,0.6319290465631929,10m
2333282446,1,0.5454545454545454,10m
2333282799,1,0.658,10m
2333283132,0,0.58,10m
2333283205,1,0.6629711751662971,10m
2333283477,1,0.676,10m
2333284147,1,0.5809312638580931,10m
2333285071,1,0.6493506493506493,10m
2333285330,1,0.49445676274944567,10m
2333285372,0,0.556,10m
2333285771,0,0.5543237250554324,10m
2333285941,1,0.692,10m
2333286026,0,0.7012987012987013,10m
2333286379,1,0.6208425720620843,10m
2333286468,1,0.81,10m
2333286565,1,0.720620842572062,10m
2333286883,1,0.382,10m
2333287634,1,0.588,10m
2333287821,1,0.6252771618625277,10m
2333287880,1,0.7117516629711752,10m
2333288169,1,0.5343680709534369,10m
2333288231,1,0.41019955654101997,10m
2333288410,1,0.752,10m
2333288509,0,0.53,10m
2333288916,1,0.61,10m
2333289262,1,0.716,10m
2333289351,0,0.38311688311688313,10m
2333289955,1,0.64,10m
2333290058,1,0.45,10m
2333290465,0,0.7467532467532467,10m
2333290651,0,0.6558441558441559,10m
2333290805,0,0.6696230598669624,10m
2333291402,1,0.686,10m
2333291470,1,0.43,10m
2333291658,1,0.6103896103896104,10m
2333291852,0,0.484,10m
2333292310,1,0.432,10m
2333292506,1,0.6363636363636364,10m
2333292948,1,0.551948051948052,10m
2333293006,1,0.577922077922078,10m
2333293197,0,0.69,10m
2333296188,0,0.7922077922077922,10m
2333296251,1,0.28,10m
2333296439,0,0.18403547671840353,10m
2333296536,1,0.53,10m
2333296609,1,0.45454545454545453,10m
2333296935,0,0.32,10m
2333296943,1,0.822,10m
2333297036,1,0.4675324675324675,10m
2333297125,0,0.5698447893569845,10m
2333297346,1,0.6940133037694013,10m
2333297605,1,0.43506493506493504,10m
2333297630,1,0.77,10m
2333297702,1,0.551948051948052,10m
2333298296,1,0.7915742793791575,10m
2333298482,0,0.34415584415584416,10m
2333298547,0,0.4523281596452328,10m
2333298890,0,0.69,10m
2333298971,1,0.7272727272727273,10m
2333299063,1,0.6629711751662971,10m
2333299179,1,0.5844155844155844,10m
2333300011,0,0.07792207792207792,10m
2333300347,1,0.48,10m
2333300517,0,0.512,10m
2333300673,1,0.66,10m
2333300860,0,0.7095343680709535,10m
2333300924,0,0.414,10m
2333301114,1,0.7402597402597403,10m
2333301521,0,0.7960088691796009,10m
2333301629,0,0.64,10m
2333301700,0,0.45454545454545453,10m
2333301785,0,0.654,10m
2333301815,0,0.4,10m
2333301963,1,0.5543237250554324,10m
2333302030,1,0.54,10m
2333302374,1,0.458,10m
2333302463,1,0.67,10m
2333302901,1,0.6168831168831169,10m
2333303150,1,0.78,10m
2333303231,1,0.4190687361419069,10m
2333303311,0,0.022,10m
2333303664,0,0.8116883116883117,10m
2333304172,1,0.5476718403547672,10m
2333304458,1,0.8701298701298701,10m
2333304466,0,0.62,10m
2333305012,1,0.69,10m
2333305951,1,0.6233766233766234,10m
2333306141,0,0.75,10m
2333306159,0,0.38311688311688313,10m
2333306566,1,0.7871396895787139,10m
2333307155,1,0.352,10m
2333307490,1,0.7427937915742794,10m
2333307759,0,0.51,10m
2333308097,1,0.85,10m
2333308101,1,0.686,10m
2333308593,0,0.7142857142857143,10m
2333309034,1,0.6493506493506493,10m
2333309298,1,0.8736141906873615,10m
2333309450,0,0.4805194805194805,10m
2333309701,1,0.67,10m
2333309794,0,0.774,10m
2333310202,0,0.516,10m
2333310237,0,0.08,10m
2333310253,1,0.25,10m
2333310300,0,0.664,10m
2333310318,1,0.756,10m
2333310571,0,0.6233766233766234,10m
2333310644,1,0.5942350332594235,10m
2333310911,1,0.37662337662337664,10m
2333311250,1,0.848,10m
2333312353,0,0.43680709534368073,10m
2333312621,0,0.6363636363636364,10m
2333313031,1,0.802,10m
2333313821,1,0.4,10m
2333314135,1,0.388,10m
2333314224,1,0.6168831168831169,10m
2333314631,0,0.39,10m
2333314828,0,0.49,10m
2333315247,0,0.58,10m
2333315263,0,0.6753246753246753,10m
2333315328,1,0.77,10m
2333315425,1,0.5742793791574279,10m
2333315514,1,0.614190687361419,10m
2333316511,0,0.6430155210643016,10m
2333316774,0,0.602,10m
2333317029,0,0.38961038961038963,10m
2333317126,1,0.6753246753246753,10m
2333317371,1,0.5909090909090909,10m
2333317461,0,0.8116883116883117,10m
2333317631,1,0.084,10m
2333318122,1,0.564935064935065,10m
2333318220,1,0.82,10m
2333318742,1,0.64,10m
2333318963,1,0.5875831485587583,10m
2333319269,0,0.6740576496674058,10m
2333319455,0,0.5,10m
2333321115,1,0.866,10m
2333321301,0,0.5714285714285714,10m
2333322499,1,0.6428571428571429,10m
2333322596,0,0.5631929046563193,10m
2333322804,0,0.14935064935064934,10m
2333323096,1,0.7871396895787139,10m
2333323118,1,0.43680709534368073,10m
2333323509,0,0.376940133037694,10m
2333324602,1,0.6962305986696231,10m
2333324637,1,0.786,10m
2333324734,0,0.5720620842572062,10m
2333324793,1,0.63,10m
2333324971,1,0.71,10m
2333325226,1,0.58,10m
2333325480,0,0.76,10m
2333325633,1,0.73,10m
2333325820,1,0.87,10m
2333325927,1,0.768,10m
2333326141,1,0.7727272727272727,10m
2333327083,1,0.6651884700665188,10m
2333327130,1,0.48337028824833705,10m
2333327245,0,0.7849223946784922,10m
2333327334,1,0.69,10m
2333327938,1,0.6363636363636364,10m
2333328128,0,0.46,10m
2333328331,1,0.87,10m
2333328713,1,0.49,10m
2333329035,1,0.65,10m
2333329078,1,0.78,10m
2333329132,1,0.662,10m
2333329221,1,0.672,10m
2333329728,0,0.678,10m
2333329884,0,0.492,10m
2333329922,1,0.7095343680709535,10m
2333329981,0,0.666,10m
2333329990,0,0.7716186252771619,10m
2333330165,0,0.5974025974025974,10m
2333330238,1,0.57,10m
2333330424,1,0.6363636363636364,10m
2333330513,1,0.616,10m
2333330581,1,0.5,10m
2333330777,0,0.64,10m
2333330785,0,0.098,10m
2333330831,1,0.844789356984479,10m
2333331081,0,0.12337662337662338,10m
2333331421,0,0.4811529933481153,10m
2333331439,1,0.74,10m
2333331536,0,0.498,10m
2333332206,1,0.8869179600886918,10m
2333332303,0,0.551948051948052,10m
2333332559,0,0.43506493506493504,10m
2333332711,0,0.588,10m
2333332800,0,0.48,10m
2333332974,1,0.37012987012987014,10m
2333333148,1,0.664,10m
2333333253,0,0.71,10m
2333333555,1,0.44789356984478934,10m
2333336198,1,0.492,10m
2333336457,1,0.6818181818181818,10m
2333336465,0,0.7982261640798226,10m
2333336481,0,0.558,10m
2333336554,1,0.577922077922078,10m
2333336805,0,0.5,10m
2333336899,1,0.4805194805194805,10m
2333337836,1,0.4279379157427938,10m
2333337992,1,0.6103896103896104,10m
2333338255,0,0.6948051948051948,10m
2333339286,1,0.74,10m
2333339375,0,0.8824833702882483,10m
2333339537,1,0.38,10m
2333339596,1,0.66,10m
2333339944,0,0.7827050997782705,10m
2333340225,1,0.758,10m
2333340471,0,0.636,10m
2333340543,1,0.516629711751663,10m
2333340888,1,0.61,10m
2333341396,0,0.488,10m
2333342678,0,0.598,10m
2333343020,0,0.5144124168514412,10m
2333343046,0,0.72,10m
2333343437,1,0.58,10m
2333344123,1,0.8831168831168831,10m
2333344476,1,0.82,10m
2333344484,1,0.638,10m
2333344824,0,0.4025974025974026,10m
2333346762,1,0.6753246753246753,10m
2333346851,1,0.31,10m
2333346924,1,0.5920177383592018,10m
2333347017,0,0.24833702882483372,10m
2333347203,1,0.5720620842572062,10m
2333347521,1,0.756,10m
2333347548,1,0.935064935064935,10m
2333348145,1,0.6629711751662971,10m
2333348463,1,0.5232815964523282,10m
2333348552,0,0.7402597402597403,10m
2333348650,1,0.43506493506493504,10m
2333349842,1,0.7,10m
2333350263,1,0.8571428571428571,10m
2333350514,0,0.04,10m
2333350590,0,0.2727272727272727,10m
2333350859,1,0.6753246753246753,10m
2333350956,1,0.69,10m
2333351049,1,0.594,10m
2333351103,1,0.7727272727272727,10m
2333351201,0,0.5121951219512195,10m
2333351367,0,0.7,10m
2333351448,1,0.75,10m
2333352045,1,0.71,10m
2333352398,1,0.3,10m
2333352738,0,0.12,10m
2333352827,1,0.565410199556541,10m
2333353238,1,0.642,10m
2333353530,0,0.636,10m
2333354340,1,0.62,10m
2333355192,1,0.446,10m
2333355281,1,0.768,10m
2333355541,1,0.8311688311688312,10m
2333355974,1,0.7337662337662337,10m
2333356130,0,0.214,10m
2333356172,0,0.69,10m
2333356385,0,0.5064935064935064,10m
2333356911,1,0.41,10m
2333356997,0,0.5,10m
2333357268,1,0.6753246753246753,10m
2333357420,0,0.43,10m
2333357489,0,0.7915742793791575,10m
2333357519,0,0.4155844155844156,10m
2333357934,0,0.2926829268292683,10m
2333358213,0,0.577922077922078,10m
2333358329,1,0.6407982261640798,10m
2333358515,1,0.762,10m
2333358621,0,0.836,10m
2333358817,1,0.57,10m
2333359465,1,0.35,10m
2333359554,1,0.541019955654102,10m
2333359627,0,0.32,10m
2333359902,0,0.752,10m
2333360854,1,0.61,10m
2333361079,0,0.5454545454545454,10m
2333361168,1,0.43,10m
2333361320,0,0.3614190687361419,10m
2333361516,1,0.6807095343680709,10m
2333361605,1,0.47,10m
2333361770,0,0.4155844155844156,10m
2333362521,0,0.2077922077922078,10m
2333362709,1,0.8869179600886918,10m
2333362865,0,0.19,10m
2333363110,1,0.83,10m
2333363390,0,0.382,10m
2333363497,1,0.726,10m
2333363641,1,0.8051948051948052,10m
2333365244,1,0.5809312638580931,10m
2333365431,1,0.5698447893569845,10m
2333365848,1,0.68,10m
2333365945,1,0.6428571428571429,10m
2333366445,1,0.5742793791574279,10m
2333366607,1,0.76,10m
2333366798,1,0.6233766233766234,10m
2333367131,1,0.79,10m
2333367221,1,0.79,10m
2333367638,1,0.7915742793791575,10m
2333368499,1,0.71,10m
2333368677,0,0.5787139689578714,10m
2333368928,1,0.6075388026607539,10m
2333369088,0,0.622,10m
2333369371,0,0.54,10m
2333369525,1,0.69,10m
2333370574,0,0.564935064935065,10m
2333371660,1,0.564935064935065,10m
2333372071,0,0.126,10m
2333372577,1,0.4675324675324675,10m
2333372615,1,0.5742793791574279,10m
2333373212,1,0.6233766233766234,10m
2333373361,1,0.68,10m
2333373867,1,0.81,10m
2333374022,1,0.81,10m
2333374201,0,0.758,10m
2333374308,1,0.724,10m
2333376343,1,0.3246753246753247,10m
2333376360,1,0.634,10m
2333376670,1,0.31,10m
2333376947,1,0.8636363636363636,10m
2333377005,1,0.720620842572062,10m
2333377145,0,0.56,10m
2333377358,1,0.712,10m
2333377366,1,0.69,10m
2333377455,0,0.57,10m
2333377471,1,0.662,10m
2333377692,0,0.5,10m
2333378052,1,0.86,10m
2333378494,1,0.9135254988913526,10m
2333378711,1,0.624,10m
2333379237,1,0.524,10m
2333379261,0,0.73,10m
2333379504,1,0.492,10m
2333379580,0,0.6103896103896104,10m
2333379644,0,0.7532467532467533,10m
2333379652,0,0.55,10m
2333379849,1,0.91,10m
2333379903,0,0.584,10m
2333379920,0,0.6038961038961039,10m
2333380537,0,0.6008869179600886,10m
2333382131,1,0.512987012987013,10m
2333382203,1,0.6984478935698448,10m
2333382793,0,0.16,10m
2333382891,1,0.4611973392461197,10m
2333383081,1,0.5194805194805194,10m
2333383731,1,0.56,10m
2333384346,0,0.172,10m
2333384427,1,0.541019955654102,10m
2333384842,1,0.72,10m
2333384877,0,0.35,10m
2333384923,1,0.43506493506493504,10m
2333385288,0,0.584,10m
2333000033,1,0.5625165704779284,20m
2333000882,1,0.29,20m
2333000955,1,0.7142857142857143,20m
2333001552,1,0.7142857142857143,20m
2333001935,1,0.7640838143352816,20m
2333001986,1,0.7008043640672852,20m
2333002087,0,0.6092436974789915,20m
2333002141,1,0.63,20m
2333002494,0,0.36554621848739494,20m
2333002672,1,0.61,20m
2333002923,1,0.51,20m
2333003024,1,0.67,20m
2333003181,0,0.6212822763396931,20m
2333003245,1,0.4411764705882353,20m
2333003695,0,0.58,20m
2333003776,1,0.4579831932773109,20m
2333003971,1,0.6321154690428243,20m
2333004276,1,0.76,20m
2333004381,0,0.3287220893043573,20m
2333004578,1,0.6067771261785047,20m
2333004721,0,0.40014763366958667,20m
2333005566,1,0.72,20m
2333005825,0,0.5487504617890387,20m
2333006503,1,0.65,20m
2333008034,1,0.680672268907563,20m
2333008239,1,0.3697478991596639,20m
2333008468,1,0.74,20m
2333008484,0,0.3520617444091346,20m
2333008492,1,0.6596971668613701,20m
2333008565,1,0.73,20m
2333008646,1,0.6244576645612018,20m
2333008719,1,0.7165286219222676,20m
2333008816,0,0.6566793247426687,20m
2333008905,1,0.8254330814675531,20m
2333009154,1,0.6,20m
2333009821,0,0.75,20m
2333010772,0,0.36,20m
2333011710,0,0.6134453781512605,20m
2333012457,0,0.5042016806722689,20m
2333013585,0,0.5122445990679542,20m
2333013909,1,0.664235058993018,20m
2333014344,0,0.604942256019035,20m
2333014689,1,0.67,20m
2333014948,1,0.76,20m
2333015006,1,0.7,20m
2333015707,1,0.5412003012243074,20m
2333015880,1,0.54,20m
2333016134,1,0.58,20m
2333016541,1,0.7411593816873058,20m
2333016797,0,0.4327731092436975,20m
2333017157,0,0.8109243697478992,20m
2333017327,1,0.55,20m
2333017424,1,0.67,20m
2333017483,1,0.8319327731092437,20m
2333017831,0,0.4831932773109244,20m
2333018331,0,0.42,20m
2333018676,0,0.7016806722689075,20m
2333019036,1,0.7697811643122757,20m
2333019711,0,0.4831932773109244,20m
2333019788,0,0.2854611273307313,20m
2333020280,1,0.66,20m
2333020476,1,0.6538436993926596,20m
2333020905,1,0.624404697431113,20m
2333021014,1,0.609532573768487,20m
2333021235,1,0.56,20m
2333021260,1,0.7632222308617544,20m
2333021316,0,0.8319327731092437,20m
2333021413,0,0.7158261649408377,20m
2333021766,0,0.29,20m
2333021928,1,0.6965592618108011,20m
2333022088,1,0.64,20m
2333022100,1,0.5504201680672269,20m
2333023378,1,0.6302521008403361,20m
2333023548,0,0.57,20m
2333023769,1,0.6584557073371615,20m
2333023955,1,0.6383296500877962,20m
2333024218,1,0.5879862294584618,20m
2333024498,0,0.77,20m
2333024901,1,0.5546218487394958,20m
2333024994,1,0.7305093362674056,20m
2333025761,1,0.7004583653882721,20m
2333026181,0,0.36134453781512604,20m
2333026440,1,0.5609531975268374,20m
2333026512,0,0.3037945974134932,20m
2333026695,0,0.6507516449806611,20m
2333027047,0,0.3067226890756303,20m
2333027632,0,0.34,20m
2333028558,0,0.7244837236902378,20m
2333028655,1,0.687893518139157,20m
2333028752,1,0.7412688238267137,20m
2333028841,0,0.542016806722689,20m
2333028931,0,0.6722689075630253,20m
2333029261,1,0.65,20m
2333029341,0,0.68,20m
2333029350,0,0.7236862246039208,20m
2333029759,1,0.7237702993155652,20m
2333029953,0,0.6335715161481482,20m
2333031389,1,0.61,20m
2333031630,1,0.7170348159362406,20m
2333031729,0,0.4495798319327731,20m
2333032644,1,0.74,20m
2333032911,1,0.6495815624204446,20m
2333032997,0,0.5796009183499727,20m
2333033276,0,0.4495798319327731,20m
2333033420,0,0.81,20m
2333033519,1,0.75896445295683,20m
2333033675,1,0.5504201680672269,20m
2333033861,1,0.6974014327956978,20m
2333034027,0,0.4616096011461069,20m
2333034116,1,0.29272819570520114,20m
2333034361,1,0.44537815126050423,20m
2333034523,0,0.6588648984283634,20m
2333034817,0,0.78,20m
2333034965,0,0.5624311676036523,20m
2333035058,0,0.81,20m
2333035309,1,0.6518826224032196,20m
2333035635,1,0.6059662200228899,20m
2333036071,1,0.6447696549122749,20m
2333036224,1,0.6777785410136766,20m
2333036321,1,0.7448744728090088,20m
2333036488,1,0.6074641385897444,20m
2333037174,1,0.6762401654347114,20m
2333037328,0,0.62373986655934,20m
2333037352,1,0.6923051158311718,20m
2333037514,1,0.48,20m
2333037611,1,0.6848739495798319,20m
2333037859,0,0.3277310924369748,20m
2333037867,0,0.4572201393790812,20m
2333038022,0,0.24,20m
2333038707,1,0.6770378881928811,20m
2333039118,1,0.7524202664177028,20m
2333039304,1,0.6291253475619871,20m
2333039398,1,0.6536449428841358,20m
2333039967,0,0.5378151260504201,20m
2333042283,0,0.592436974789916,20m
2333042542,1,0.9117647058823529,20m
2333042631,0,0.6313975707187248,20m
2333042704,0,0.45,20m
2333043051,1,0.72,20m
2333043298,0,0.69,20m
2333043441,0,0.6414405487699365,20m
2333043638,0,0.58,20m
2333043999,0,0.47481269164450257,20m
2333044588,1,0.6325747992147969,20m
2333044677,0,0.48,20m
2333045029,0,0.5319722669620706,20m
2333045681,0,0.8109243697478992,20m
2333045789,1,0.6428571428571429,20m
2333045975,1,0.6470588235294118,20m
2333046190,1,0.7352941176470589,20m
2333046441,1,0.6763025574890829,20m
2333046530,0,0.4327731092436975,20m
2333046637,1,0.7119720555987713,20m
2333047471,0,0.8,20m
2333047668,0,0.44454382477381427,20m
2333048079,0,0.64,20m
2333048761,0,0.06722689075630252,20m
2333049172,1,0.736877566240507,20m
2333049211,1,0.51,20m
2333050308,1,0.6638655462184874,20m
2333050405,1,0.673811180553271,20m
2333050626,0,0.3949579831932773,20m
2333050961,1,0.75,20m
2333051568,1,0.71,20m
2333052599,0,0.8,20m
2333052670,0,0.6705333929331868,20m
2333052751,1,0.63,20m
2333053102,1,0.7036852697325751,20m
2333053269,1,0.45,20m
2333053617,0,0.516902183670718,20m
2333053790,0,0.6285044006740328,20m
2333054206,1,0.5252100840336135,20m
2333054362,1,0.6764705882352942,20m
2333054494,0,0.82,20m
2333054559,1,0.83,20m
2333054711,1,0.6769015969643071,20m
2333055067,1,0.5,20m
2333055091,1,0.74,20m
2333055318,1,0.673416436848204,20m
2333055393,0,0.5320136604826258,20m
2333055580,0,0.28991596638655465,20m
2333055652,1,0.56,20m
2333055695,0,0.6953747171734029,20m
2333055741,0,0.7260288987839072,20m
2333056683,0,0.6348564053400264,20m
2333056845,0,0.31601342548864547,20m
2333056853,0,0.7570738140938288,20m
2333056861,0,0.25,20m
2333056942,1,0.542016806722689,20m
2333056951,0,0.6262879275920596,20m
2333057108,1,0.7359411351915087,20m
2333057132,1,0.63,20m
2333057191,0,0.5,20m
2333057451,0,0.33,20m
2333057469,0,0.6225266458709565,20m
2333057493,0,0.6265094692024219,20m
2333057701,1,0.83,20m
2333057710,1,0.83,20m
2333057736,1,0.59,20m
2333058040,1,0.43,20m
2333058082,0,0.57,20m
2333058201,1,0.77,20m
2333058295,1,0.5991247171238717,20m
2333058392,0,0.5001948686358164,20m
2333058554,1,0.6848739495798319,20m
2333058562,1,0.6209808096356436,20m
2333058589,1,0.7252162336985586,20m
2333058821,1,0.69,20m
2333059232,0,0.7058823529411765,20m
2333059321,0,0.42016806722689076,20m
2333059488,0,0.504449527550655,20m
2333059640,1,0.5172584783834157,20m
2333059925,1,0.7007286285259708,20m
2333060176,0,0.6932508288552152,20m
2333060729,1,0.726890756302521,20m
2333061181,1,0.51,20m
2333061296,0,0.56,20m
2333062829,0,0.43,20m
2333063124,1,0.6890756302521008,20m
2333063574,0,0.6848739495798319,20m
2333064422,0,0.5122238681788943,20m
2333064953,1,0.6596638655462185,20m
2333065364,0,0.6182467230770193,20m
2333065950,1,0.81,20m
2333066999,0,0.6974789915966386,20m
2333067073,1,0.7319562981087887,20m
2333067154,1,0.6674922771471364,20m
2333067502,0,0.78,20m
2333067669,1,0.7311068203924983,20m
2333068266,0,0.3167175522402727,20m
2333068291,0,0.759093031762196,20m
2333068967,0,0.24406362155730552,20m
2333069467,1,0.6302521008403361,20m
2333069645,1,0.6575564479511309,20m
2333069904,0,0.542554330667977,20m
2333069980,0,0.44,20m
2333070040,1,0.56,20m
2333070091,1,0.7991195419927578,20m
2333070406,0,0.37,20m
2333070414,1,0.5978239068421524,20m
2333070554,0,0.6315859127486153,20m
2333070694,0,0.631170010938614,20m
2333070759,1,0.6890756302521008,20m
2333070805,1,0.48,20m
2333070937,0,0.52,20m
2333071089,1,0.3025210084033613,20m
2333071151,0,0.7488148899367236,20m
2333071330,1,0.49,20m
2333071496,1,0.6659764133479209,20m
2333071682,1,0.5989680540337192,20m
2333072000,0,0.8,20m
2333072093,0,0.46,20m
2333072247,0,0.2647058823529412,20m
2333072271,1,0.7719826540250696,20m
2333072352,1,0.7983193277310925,20m
2333072387,0,0.6086602278188995,20m
2333072531,1,0.7983193277310925,20m
2333072875,0,0.7511407235022711,20m
2333073031,1,0.7349085250445607,20m
2333073138,1,0.5168067226890757,20m
2333073294,0,0.44,20m
2333073472,1,0.7394957983193278,20m
2333073570,0,0.634453781512605,20m
2333073880,1,0.6260504201680672,20m
2333074045,0,0.38785369058595104,20m
2333074231,0,0.3403361344537815,20m
2333074487,1,0.7689075630252101,20m
2333074746,0,0.77,20m
2333075076,0,0.6231861708445936,20m
2333075688,1,0.5630252100840336,20m
2333076111,0,0.39,20m
2333076625,1,0.6695698853378658,20m
2333076714,1,0.8235294117647058,20m
2333076871,1,0.63,20m
2333079179,0,0.7789068271180408,20m
2333079268,1,0.5870293213392827,20m
2333079276,0,0.62,20m
2333079373,1,0.6480700495080962,20m
2333079608,0,0.27310924369747897,20m
2333080525,1,0.7068088042253244,20m
2333080860,1,0.5797388568551173,20m
2333081211,0,0.6638808675211363,20m
2333081301,1,0.5927437838991682,20m
2333081394,1,0.7857142857142857,20m
2333081742,1,0.4298006756122284,20m
2333081998,0,0.6791780263120634,20m
2333082498,1,0.5802702229755116,20m
2333083109,1,0.6831184665569305,20m
2333083168,1,0.6707943785697056,20m
2333083257,1,0.5922999222592428,20m
2333083788,0,0.7547164039289838,20m
2333084032,1,0.6528632059944519,20m
2333084199,0,0.59,20m
2333084440,1,0.2857142857142857,20m
2333084806,0,0.55,20m
2333085047,0,0.6974789915966386,20m
2333085641,0,0.3609679364378801,20m
2333085730,0,0.6890756302521008,20m
2333087082,0,0.7324974961088077,20m
2333087198,0,0.6594171322472963,20m
2333087201,0,0.61,20m
2333087287,1,0.7857330763421876,20m
2333087881,1,0.63235585780315,20m
2333088143,1,0.62,20m
2333088275,1,0.7,20m
2333088399,0,0.65,20m
2333088445,0,0.7815126050420168,20m
2333088470,1,0.4495798319327731,20m
2333088496,1,0.71,20m
2333088534,0,0.3408901149008719,20m
2333088542,0,0.6434814635752976,20m
2333088810,1,0.5546218487394958,20m
2333088828,1,0.8,20m
2333089069,1,0.78,20m
2333089077,0,0.29411764705882354,20m
2333089484,1,0.7941176470588235,20m
2333089581,1,0.6721694797769756,20m
2333089760,0,0.6258737165168066,20m
2333090831,1,0.7359430938832727,20m
2333091365,1,0.6050420168067226,20m
2333091616,1,0.6964626821906249,20m
2333091951,0,0.6302521008403361,20m
2333092035,1,0.6321565425208977,20m
2333092302,1,0.7344027895641593,20m
2333092973,0,0.6306636262564264,20m
2333093066,1,0.6983443580646503,20m
2333093724,0,0.6998488006049394,20m
2333093856,1,0.7899159663865546,20m
2333094003,1,0.5168067226890757,20m
2333094348,0,0.82,20m
2333094356,1,0.7410140705690377,20m
2333094674,1,0.8,20m
2333095263,0,0.7949844825972089,20m
2333095361,1,0.6428571428571429,20m
2333095794,1,0.7436974789915967,20m
2333096201,1,0.77,20m
2333097096,1,0.65,20m
2333097657,1,0.73,20m
2333098432,1,0.4766233225829252,20m
2333099005,1,0.726890756302521,20m
2333099285,0,0.6708320282135029,20m
2333099358,1,0.7857142857142857,20m
2333099374,0,0.6618593344663404,20m
2333099447,1,0.7622156030722028,20m
2333099625,0,0.402975574175318,20m
2333100038,1,0.5946996940560146,20m
2333100135,0,0.5861025102502854,20m
2333100801,1,0.7774845799907776,20m
2333100984,1,0.6092436974789915,20m
2333101336,1,0.6907339985347319,20m
2333101832,1,0.8781512605042017,20m
2333101999,1,0.5546218487394958,20m
2333102090,1,0.57,20m
2333102171,1,0.676988639091624,20m
2333102260,1,0.48739495798319327,20m
2333102936,1,0.85,20m
2333102979,1,0.819327731092437,20m
2333103878,0,0.3403361344537815,20m
2333104483,1,0.30232697888932164,20m
2333104637,0,0.6807565551529696,20m
2333104726,0,0.3778233223018169,20m
2333104823,1,0.7528622592380587,20m
2333105013,1,0.634453781512605,20m
2333105315,0,0.55,20m
2333105579,0,0.6008403361344538,20m
2333106010,1,0.48739495798319327,20m
2333106354,0,0.699802589742844,20m
2333107628,0,0.23529411764705882,20m
2333107768,1,0.8067226890756303,20m
2333108829,0,0.82,20m
2333109001,0,0.2815592243142779,20m
2333109451,0,0.63,20m
2333109663,1,0.8361344537815126,20m
2333109761,1,0.6932773109243697,20m
2333110858,0,0.26259134078918855,20m
2333111293,1,0.5462184873949579,20m
2333111366,1,0.6783632495683224,20m
2333111455,1,0.6260504201680672,20m
2333111790,0,0.28,20m
2333111986,0,0.75,20m
2333112397,1,0.6512605042016807,20m
2333112745,1,0.7436974789915967,20m
2333112907,1,0.41,20m
2333112931,1,0.59,20m
2333113245,0,0.6933183199956504,20m
2333113334,1,0.8001698236000152,20m
2333114021,1,0.7180820842580433,20m
2333114101,1,0.5504201680672269,20m
2333114438,1,0.82,20m
2333115043,1,0.83,20m
2333115558,1,0.76,20m
2333115825,0,0.43644314502691545,20m
2333115884,0,0.36992927717899704,20m
2333116040,1,0.74,20m
2333116236,0,0.670220280390616,20m
2333116333,1,0.7190718304791356,20m
2333116392,1,0.5342929237583613,20m
2333116660,1,0.7605042016806722,20m
2333117836,1,0.7022493913016735,20m
2333118026,0,0.7491281113708262,20m
2333118522,1,0.27,20m
2333118620,1,0.69,20m
2333118964,1,0.7563025210084033,20m
2333119120,1,0.6220251770065081,20m
2333119413,0,0.6554627403340281,20m
2333119634,0,0.61,20m
2333119812,1,0.72,20m
2333119979,0,0.6286674088297687,20m
2333120071,0,0.47058823529411764,20m
2333120721,1,0.6449863694548946,20m
2333120837,0,0.6327040014096112,20m
2333121108,1,0.6161055316144931,20m
2333121779,0,0.5,20m
2333121850,1,0.7196450842066185,20m
2333121949,1,0.74,20m
2333122015,0,0.76,20m
2333122465,1,0.8445378151260504,20m
2333122520,0,0.6521462605400121,20m
2333122619,1,0.7224685409613769,20m
2333122651,0,0.76,20m
2333122805,1,0.8361344537815126,20m
2333123305,1,0.5294117647058824,20m
2333123399,1,0.6749596991941844,20m
2333123551,1,0.71,20m
2333123909,1,0.5665706054699194,20m
2333123992,1,0.3739495798319328,20m
2333124166,1,0.535147275830082,20m
2333124409,1,0.7608926477050063,20m
2333125359,1,0.8823529411764706,20m
2333126002,0,0.2644791600896741,20m
2333126380,0,0.566124421963629,20m
2333126444,1,0.7871712215611361,20m
2333127050,0,0.661748785091059,20m
2333127483,1,0.7010885096618885,20m
2333127637,0,0.6890756302521008,20m
2333128170,0,0.7056154866889542,20m
2333128935,1,0.6548452729324994,20m
2333129346,1,0.642634872587376,20m
