STUDENTID,sec_spent_VH098740,sec_spent_VH098759,sec_spent_VH098808,sec_spent_VH098810,sec_spent_VH134366,sec_spent_VH139047,sec_spent_VH356862,times_entered_VH098519,times_entered_VH098759,times_entered_VH098808,times_entered_VH098810,times_entered_VH134366,times_entered_VH139047,num_actions_VH098519,num_actions_VH098740,num_actions_VH098759,num_actions_VH098808,num_actions_VH098810,num_actions_VH356862,count_Click Choice,count_DropChoice,count_Eliminate Choice,count_Enter Item,count_Math Keypress,count_Move Calculator,count_Next,count_Open Calculator,count_Vertical Item Scroll,percentile5_VH098519,percentile5_VH098759,percentile5_VH098808,percentile5_VH098810,percentile5_VH139047,percentile5_VH356862,percentile5_vh_count,sec_spent_std,poly_delta_sec_deg0_coeff0,poly_delta_sec_deg1_coeff0,poly_delta_sec_deg1_coeff1,poly_delta_sec_deg2_coeff0,poly_delta_sec_deg2_coeff1,poly_delta_sec_deg2_coeff2,poly_delta_sec_deg3_coeff0,poly_delta_sec_deg3_coeff1,poly_delta_sec_deg3_coeff3,poly_per_item_sec_deg1_coeff0,poly_per_item_sec_deg1_coeff1,poly_per_item_sec_deg2_coeff0,poly_per_item_sec_deg2_coeff1,poly_per_item_sec_deg3_coeff1,poly_per_item_sec_deg3_coeff2,poly_per_item_sec_deg3_coeff3,answer_count_top1,count_Click Progress Navigator,percentile5_VH098753,count_Draw,count_Erase,count_Highlight,count_Scratchwork Draw Mode On,percentile5_VH134387,count_TextToSpeech,count_Clear Scratchwork,percentile5_VH098783,percentile5_VH139196,sec_spent_BlockRev,percentile5_VH098812,count_Equation Editor Button,times_entered_VH098522,percentile5_VH098522,percentile5_VH134373
2333026440,0.0,51.88,356.94,25.537,0.0,71.126,12.313,1,1.0,1.0,1,0.0,1.0,54,0.0,2.0,184.0,4,2,4.0,12.0,0.0,6,0.0,0.0,1,0.0,0.0,1,1.0,1.0,1,1.0,1,6,117.4647541568912,2.192493197278911,-0.0006270662276595671,2.2843583996310386,8.91870062211689e-05,-0.026758859050462075,3.5561056503407618,-1.2489068899571982e-07,0.00014407646403478787,3.7115745506520526,-19.771857142857133,146.95680952380948,-16.10396428571431,60.74796428571436,-35.93660317460286,96.97558465608401,85.34387301587331,7,4.0,0.0,222.0,6.0,0.0,9.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2333026512,38.986,58.51,52.553,20.943,93.99,45.307,7.687,1,1.0,1.0,1,1.0,1.0,2,11.0,6.0,7.0,3,2,8.0,4.0,0.0,14,51.0,8.0,12,5.0,21.0,0,1.0,1.0,1,1.0,1,13,22.669927694153838,3.4928895348837172,-0.024288971352969063,5.569596585562577,0.00033573261212594774,-0.08169924802650606,7.196221091312789,-7.162210948618218e-06,0.002172839720446517,8.955557332047784,-0.00402197802197958,40.98528571428572,-0.48445329670329723,6.293870879120885,1.0280901524945478,-1.2843596330139517,35.04469117647047,12,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
2333026695,42.02,97.393,105.443,16.416,83.55,138.727,13.427,1,1.0,1.0,1,1.0,1.0,3,6.0,7.0,6.0,3,2,6.0,4.0,0.0,10,17.0,4.0,9,3.0,6.0,1,1.0,1.0,1,1.0,1,10,39.62988205395015,8.636069444444441,-0.18101815229275192,15.06221385083713,0.006196642243936294,-0.6209797516122287,20.195099176231036,0.0006170118549456489,-0.059515120307775324,9.615505405405491,0.13347878787879203,58.179345454545405,-1.3610113636363679,12.382581060606094,-2.4113181818182254,15.969184343434494,39.88663636363621,12,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2333027047,24.236,36.58,60.277,18.443,117.327,251.99,9.187,1,1.0,1.0,1,1.0,1.0,3,3.0,3.0,7.0,3,2,5.0,4.0,2.0,9,20.0,0.0,8,2.0,2.0,1,1.0,1.0,1,1.0,1,9,72.51034810610922,9.596046874999995,-0.30962035256410253,19.34908798076923,0.0007073385284070753,-0.35418267985374874,19.80956536276225,0.0009336531266675136,-0.08752288194167292,8.686675568834113,10.656699999999997,23.025311111111133,1.2822316017316016,0.39884718614718506,40.287766955266974,-117.26785113035133,89.60055555555557,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2333027632,37.65,71.33,42.417,16.677,66.837,79.576,5.363,1,1.0,1.0,1,1.0,1.0,5,4.0,7.0,7.0,5,2,9.0,12.0,4.0,14,27.0,11.0,13,9.0,2.0,1,1.0,1.0,1,1.0,1,13,21.560221611068087,4.457080291970806,-0.01715176787947805,5.623400507775309,0.0001421399703281413,-0.03648280384410531,6.058348816979427,5.818740584021843e-07,2.3437662414095597e-05,5.986771325307253,-1.05846153846154,49.3937142857143,-0.3491263736263734,3.4801813186813164,0.19327670123992627,0.7626028358896609,42.703002100840266,15,0.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2333028558,32.743,142.72,181.92,14.714,0.0,117.31,6.533,1,1.0,1.0,1,0.0,1.0,8,2.0,6.0,5.0,3,2,5.0,4.0,0.0,7,0.0,2.0,6,3.0,0.0,1,1.0,1.0,1,1.0,1,7,63.840262076529726,19.12968750000001,0.29108834310850495,14.617818181818173,-0.07041117172675528,2.473834666637918,3.7040865641710967,0.0028803922064326018,-0.20434940932587148,-0.18012232620328003,-7.956142857142859,106.42085714285712,-6.960214285714298,33.805142857142954,17.712285714285787,-21.022634920635028,88.06811904761906,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2333028655,85.487,75.456,71.953,22.89,333.807,45.797,14.83,1,1.0,1.0,1,1.0,1.0,3,6.0,3.0,6.0,2,2,5.0,4.0,0.0,8,0.0,1.0,1,1.0,2.0,1,1.0,1.0,1,1.0,1,8,96.10948349798787,21.126181818181813,1.4615427807486623,-2.258502673796794,0.1606077897434633,-3.6779064910421626,24.295318563789138,0.016131159795296484,-0.6136878804307677,0.29215278838803405,-0.028154761904758564,63.89366666666664,-4.437505952380947,31.034386904761877,12.563505411255415,-13.492071428571387,49.83213636363629,2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2333028752,50.96,69.957,38.53,14.6,198.416,49.223,14.37,1,1.0,1.0,1,1.0,1.0,13,11.0,3.0,6.0,3,2,6.0,4.0,4.0,9,24.0,11.0,8,3.0,9.0,1,1.0,1.0,1,1.0,1,9,60.34545737503751,7.757252747252753,0.019668928173276017,6.8721509794553315,0.004327453720932766,-0.36980190671067303,12.649301696900578,0.0002651855407305662,-0.03147259427769368,3.3031024993924927,-1.342366666666674,66.82035555555557,0.6698593073593031,-6.701241125541095,36.216748196248126,-113.93435594035586,122.83802020201996,8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2333028841,28.287,150.263,45.58,62.543,0.0,249.0,7.43,1,1.0,1.0,1,0.0,1.0,3,2.0,6.0,5.0,4,2,5.0,28.0,0.0,7,0.0,3.0,6,3.0,0.0,1,1.0,1.0,1,1.0,1,7,78.43498601558686,10.769107142857145,-0.09749897470950103,13.450328947368423,0.01672471015574465,-1.0173580332754573,21.729060474462027,0.001190949596324422,-0.0815286315410201,12.355691676590695,9.007107142857146,54.93567857142856,-5.75822619047621,43.556464285714426,47.633273809523686,-75.09131349206312,61.73888095238075,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2333028931,0.0,0.0,365.753,54.254,0.0,0.0,10.783,1,0.0,1.0,1,0.0,0.0,31,0.0,0.0,131.0,4,2,3.0,0.0,0.0,4,0.0,15.0,1,4.0,0.0,1,0.0,1.0,1,0.0,1,4,137.9679926549995,3.6536309523809516,-0.006124402083407177,4.1650185263454516,0.0012023957076821134,-0.2069244852663202,9.720487494406047,2.9264435643876714e-06,0.00046932159480300305,9.05119082934742,-81.01100000000008,261.2640000000001,-44.195999999999984,51.57700000000005,-592.4159999999985,624.1623333333304,180.5200000000004,1,2.0,0.0,37.0,44.0,16.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2333029261,0.0,0.0,44.324,80.78,0.0,327.3,2.063,2,0.0,1.0,2,0.0,1.0,27,0.0,0.0,3.0,32,2,6.0,0.0,6.0,7,0.0,4.0,1,1.0,0.0,1,0.0,1.0,1,1.0,0,4,119.71704085384003,4.561917808219177,0.02969097587074508,2.4093220575901606,0.001331773303481924,-0.1634161531341337,7.043893153707252,7.386408791778545e-05,-0.014733665818636417,-3.9834242597147407,-42.872,198.43399999999988,13.645857142857135,-97.45542857142854,271.25335714285626,-466.6928452380934,277.2472142857136,3,5.0,0.0,68.0,0.0,0.0,1.0,0.0,36.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2333029341,0.0,160.84,46.98,32.9,0.0,295.283,4.24,1,1.0,1.0,1,0.0,1.0,13,0.0,2.0,5.0,2,2,7.0,4.0,0.0,6,0.0,5.0,1,2.0,0.0,1,1.0,1.0,1,1.0,1,6,103.20610810479624,20.92922857142857,1.1050005602240898,2.1442190476190546,0.04553102911926435,-0.4430544298308975,10.658521492921475,0.0054426778136143885,-0.23204553937506972,0.8878262819209608,0.6821428571428672,86.33280952380944,6.596124999999987,-32.29848214285707,205.59855555555478,-395.8095886243365,187.92086507936364,5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2333029350,29.62,136.063,55.507,60.174,0.0,145.67,6.2,1,2.0,1.0,1,0.0,2.0,7,3.0,16.0,9.0,9,2,4.0,4.0,6.0,9,0.0,9.0,1,3.0,0.0,1,1.0,1.0,1,1.0,1,7,60.32652967215762,10.520637931034482,-0.03418028853548225,11.494776154295726,-0.001880753901117503,0.07302268382821525,10.494215078901226,0.0009682464179700546,-0.0846658226375572,1.9949480219600757,-9.922892857142864,111.09653571428571,1.3160595238095052,-17.819249999999887,60.96755952380953,-150.3781388888888,157.44450000000003,5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2333029759,0.0,193.766,100.573,54.039,0.0,253.667,20.614,2,1.0,1.0,2,0.0,1.0,5,0.0,2.0,3.0,18,2,6.0,6.0,9.0,8,0.0,3.0,6,1.0,0.0,1,1.0,1.0,1,1.0,1,6,80.78385435359111,16.833809523809517,1.0393227453204765,-4.47230675526023,0.04895540916825659,-0.9678490305780431,8.90883841739655,0.0009170836306400472,-0.007445234116106288,5.976004966609691,10.678314285714293,59.99904761904758,-5.958571428571448,40.47117142857151,129.27642857142808,-206.55809523809393,94.23114285714178,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2333029953,0.0,0.0,133.276,57.24,0.0,254.444,19.1,1,0.0,1.0,1,0.0,1.0,25,0.0,0.0,15.0,10,2,4.0,0.0,0.0,5,0.0,2.0,4,2.0,0.0,1,0.0,1.0,1,1.0,1,5,81.09174580929924,8.312465753424664,0.15479523016166855,2.7398374676045925,0.007596760285270805,-0.3921715103778293,9.212277230655316,0.0002727273599137069,-0.02185779458540954,4.332639307079265,-13.358300000000005,146.37059999999994,-12.206500000000037,35.46770000000013,163.32799999999887,-216.13174999999796,157.0644999999993,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2333031389,0.0,0.0,259.073,16.426,0.0,261.3,9.34,1,0.0,1.0,1,0.0,1.0,6,0.0,0.0,65.0,3,2,3.0,10.0,0.0,5,0.0,14.0,4,3.0,0.0,1,0.0,1.0,1,1.0,1,5,114.25147927865092,6.791733333333338,0.11880742478495282,1.5048029304029327,0.005494556615831656,-0.37020811402406445,8.677030832935186,-0.00018650176886163966,0.03039254275886053,15.030996896636157,-13.070399999999973,143.9101999999999,-27.340571428571447,96.2918857142858,-18.709571428572374,83.9207857142872,90.95525714285684,3,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2333031630,47.437,52.383,11.313,20.654,84.217,45.937,4.283,1,1.0,1.0,1,2.0,1.0,3,3.0,3.0,3.0,5,2,8.0,4.0,0.0,13,24.0,0.0,10,1.0,2.0,1,1.0,0.0,1,1.0,1,10,40.712533066541255,4.2011398601398575,-0.04390677632226927,7.318520979020977,0.00023765848764815525,-0.07765428156830737,8.111587352302875,-3.112025484410319e-06,0.0009005199158275531,8.547750172044914,-3.4184636363636365,71.8436818181818,-1.6247284382284393,12.828820745920762,-4.039964452214442,22.038920745920706,41.6761888111888,10,2.0,1.0,42.0,8.0,0.0,5.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2333031729,0.0,179.99,125.92,52.194,0.0,167.573,9.823,1,1.0,1.0,1,0.0,1.0,7,0.0,3.0,8.0,10,2,6.0,8.0,0.0,6,0.0,5.0,5,4.0,0.0,1,1.0,1.0,1,1.0,1,6,60.66394700039445,14.18863636363636,0.41996194503171264,5.159454545454549,0.011225644426352231,-0.06274076530143342,8.538373517786562,0.0028416549323038525,-0.17206109870724617,-1.9822855380819024,-8.879771428571418,115.19276190476185,-8.956535714285733,35.90290714285722,23.539436507936333,-23.45640211640171,98.33603174603155,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2333032644,0.0,137.564,49.347,25.496,0.0,158.806,4.47,1,1.0,1.0,1,0.0,1.0,89,0.0,26.0,19.0,3,2,3.0,38.0,0.0,6,0.0,9.0,5,5.0,0.0,1,1.0,1.0,1,1.0,1,6,79.87947078706908,3.312417582417581,0.003919166423649721,2.9577330210772814,0.0006397779298169352,-0.11188063887321556,6.431727179983245,-8.707004179226385e-06,0.003003729564476894,8.970611235608034,-26.60811428571428,158.94295238095236,10.887410714285712,-81.04516785714284,114.89845238095195,-271.03867063491947,236.83873809523746,6,0.0,0.0,81.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2333032911,21.963,35.96,171.837,15.273,70.4,196.12,32.597,1,1.0,1.0,1,1.0,1.0,3,3.0,4.0,11.0,3,2,5.0,4.0,0.0,8,20.0,8.0,7,3.0,0.0,1,1.0,1.0,1,1.0,1,8,65.27975258071984,9.249846153846153,-0.3176187062937064,19.413644755244757,-0.001386660913713148,-0.22887240781606472,18.481808621229515,0.0005192349131872329,-0.051233212579687576,11.991787594319693,7.556035714285717,48.021999999999956,-2.364386904761902,24.10674404761904,18.4786699134198,-30.48221428571391,52.314348484848246,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2333032997,0.0,119.927,395.513,20.344,0.0,106.07,4.446,1,1.0,1.0,1,0.0,1.0,3,0.0,1.0,53.0,3,2,7.0,4.0,42.0,6,0.0,2.0,5,2.0,0.0,1,1.0,1.0,1,1.0,1,6,132.3622999783381,9.57736111111111,-0.059561836774068934,11.691806316590553,0.022498479833710443,-1.6569539049675102,30.328047112180712,0.0007102664182188366,-0.053144893706595676,18.149463972191434,-7.1864571428571455,112.75214285714284,-27.337178571428613,129.4994357142859,-66.612456349206,201.24227645502575,5.918103174603529,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2333033276,0.0,40.454,46.337,37.434,0.0,397.483,20.296,1,1.0,1.0,1,0.0,1.0,3,0.0,1.0,4.0,5,2,5.0,8.0,0.0,6,0.0,0.0,3,5.0,0.0,1,1.0,1.0,1,1.0,1,6,132.78921241660493,17.612285714285715,-0.03557394957983184,18.217042857142854,-0.07056938795174102,2.3637852407793614,5.020567310167293,0.0012065184731593524,-0.13210183008286805,2.854625347151647,27.48788571428571,25.252952380952365,-5.461892857142881,54.797350000000115,200.17380158730077,-320.8305185185163,89.30092063491946,5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2333033420,0.0,283.68,103.323,16.404,0.0,164.984,5.176,1,1.0,1.0,1,0.0,1.0,3,0.0,7.0,20.0,5,2,4.0,34.0,0.0,6,0.0,10.0,5,5.0,0.0,1,1.0,1.0,1,1.0,1,6,97.74667881484943,6.151499999999996,0.10738449444944496,0.8359675247524742,0.007825867088509573,-0.667376347313003,13.490394606872457,0.0002802627205725582,-0.03379314691651527,0.302716369146915,-7.045571428571431,98.93376190476187,-10.128571428571437,43.59728571428573,-18.01468253968266,58.00258201058226,62.017412698412734,6,0.0,0.0,15.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2333033519,0.0,189.397,58.173,14.507,0.0,284.007,13.256,1,1.0,1.0,1,0.0,1.0,3,0.0,11.0,3.0,3,2,3.0,6.0,0.0,6,0.0,7.0,5,2.0,0.0,1,1.0,1.0,1,1.0,1,6,100.88701940399578,20.263333333333335,0.0021686318131255004,20.231888172043018,-0.020868430200222374,0.6073531076195763,17.407693951612913,0.030627236944279084,-1.3531532372763628,-16.16588318670584,6.24585714285714,76.90719047619044,-7.211821428571446,42.30496428571435,63.84026190476143,-87.4835079365068,81.2886190476185,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2333033675,52.004,258.956,101.187,32.026,0.0,127.69,10.927,1,1.0,1.0,1,0.0,1.0,3,2.0,6.0,4.0,10,2,8.0,4.0,4.0,7,0.0,2.0,4,3.0,0.0,1,1.0,1.0,1,1.0,1,7,80.06655477915908,16.088078947368423,0.8439618120144434,0.4747854251012172,0.008927631578947342,0.5136394435933924,2.456719635627519,-0.0007283064391536729,0.049348638951976206,4.154401945294743,-0.8246785714285665,80.53117857142853,-12.313726190476201,73.05767857142867,-32.336976190475994,117.55378968253919,5.6137142857142885,5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2333033861,53.283,71.074,146.676,22.8,174.967,86.95,6.387,1,1.0,1.0,1,1.0,1.0,5,7.0,2.0,8.0,2,2,5.0,4.0,2.0,8,25.0,6.0,4,3.0,5.0,1,1.0,1.0,1,1.0,1,8,54.66687503972927,7.723632911392403,-0.17481231742940603,14.541313291139236,0.0029817718615186943,-0.4073905226278639,17.526066924519434,0.00043239330031536334,-0.047608244275378825,7.657641110082007,0.7209404761904821,69.8253333333333,-5.73917261904761,40.89514880952376,15.567899350649324,-14.909087301587187,50.95819696969689,7,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2333034027,48.036,11.987,5.217,26.816,0.0,369.053,12.51,1,1.0,1.0,1,0.0,1.0,83,1.0,3.0,3.0,5,2,5.0,36.0,0.0,7,0.0,0.0,6,0.0,0.0,1,0.0,0.0,1,1.0,1,5,123.17760062078608,4.601599999999998,0.06089540044873673,0.5216081699346389,0.0016145220968187292,-0.1554505605249729,5.317276971518541,-3.197162049622909e-05,0.00804081781656078,9.077945226711574,12.397500000000004,44.52421428571429,7.895666666666645,-34.976499999999874,137.56666666666618,-323.1342777777763,170.44988095238074,5,0.0,0.0,58.0,3.0,0.0,6.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2333034116,74.457,83.353,56.014,15.28,58.83,51.74,7.51,1,1.0,1.0,1,1.0,1.0,5,3.0,3.0,8.0,5,2,8.0,4.0,4.0,13,30.0,0.0,11,1.0,2.0,1,1.0,1.0,1,1.0,1,11,26.35006146069205,6.257562500000003,-0.028918719479110105,7.631201675257731,0.0024700105126036955,-0.2635697181764613,11.30740065484957,0.00013364178258907817,-0.016573943506339936,5.757992453729418,-3.992835164835163,69.72608791208789,-0.5265304695304703,2.325530469530476,0.9324293206793163,-4.401895229770205,63.4919368131867,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2333034361,0.0,0.0,161.903,41.947,0.0,312.22,15.623,1,0.0,1.0,1,0.0,1.0,11,0.0,0.0,35.0,9,2,4.0,0.0,9.0,5,0.0,0.0,4,0.0,0.0,1,0.0,1.0,1,1.0,1,5,107.30587377511075,5.847721153846158,0.042162375973541034,3.6763587912087927,0.003019768434802168,-0.268873772811082,8.963973320547378,9.632703047741087e-05,-0.01186275777395783,3.8533138204591935,0.34950000000000514,115.73859999999995,-24.906642857142888,99.97607142857156,130.67835714285584,-123.02909523809289,97.04231428571379,2,0.0,0.0,54.0,13.0,0.0,5.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2333034523,123.356,86.858,21.63,17.65,239.774,90.169,4.303,2,2.0,2.0,2,1.0,2.0,4,89.0,68.0,6.0,6,2,5.0,20.0,0.0,13,23.0,7.0,9,2.0,12.0,0,1.0,0.0,1,1.0,1,6,74.5002684885053,1.3707009132420092,-0.0033284070971561445,2.0979578639706276,1.362662276524259e-05,-0.009283241245567156,2.530675812088493,-6.822326697169571e-08,5.83469742651891e-05,2.813397874271156,0.9575595238095265,89.76916666666664,-7.494446428571419,53.418684523809475,11.629951298701261,3.330976190476307,56.4324393939393,6,3.0,0.0,162.0,0.0,1.0,0.0,0.0,106.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2333034817,19.273,88.517,41.733,19.856,13.047,273.007,8.417,1,1.0,1.0,1,1.0,1.0,3,4.0,4.0,3.0,3,2,6.0,56.0,0.0,8,0.0,1.0,7,1.0,1.0,1,1.0,1.0,1,1.0,1,6,86.03945788697402,7.4630493827160524,-0.07358376242095767,10.406399879554353,0.007427058875273308,-0.6677484724428222,18.229568561508913,-0.00018182749566481425,0.029246358355051003,22.711252674655277,0.941476190476198,71.4005833333333,4.404964285714278,-29.893273809523762,45.855782467532265,-138.45494047618976,143.68615151515112,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2333034965,0.0,107.623,250.677,35.173,0.0,98.103,21.59,1,1.0,1.0,1,0.0,1.0,36,0.0,3.0,102.0,8,7,3.0,12.0,0.0,6,0.0,2.0,5,4.0,0.0,1,1.0,1.0,1,1.0,1,6,74.39869155808829,3.631653179190753,0.023615790034811866,1.6006952361969307,0.0008402694323591914,-0.120910552330969,5.71969599362169,1.0990421602421284e-05,-0.0019952593410655006,2.9720686121731603,-16.369142857142872,137.7445238095238,-11.05732142857145,38.91746428571438,-20.611488095237945,56.369742063491785,97.0651190476192,4,0.0,0.0,101.0,0.0,0.0,1.0,0.0,18.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2333035058,0.0,73.466,79.417,23.36,0.0,365.28,8.77,1,1.0,1.0,1,0.0,1.0,3,0.0,3.0,9.0,7,2,4.0,4.0,3.0,6,0.0,6.0,2,3.0,0.0,1,1.0,1.0,1,1.0,1,6,120.68182381185477,17.91341176470589,0.9111547746371275,2.8793579831932785,-0.048020117137764384,2.495818640183352,-5.572182633053268,-0.01060081014255586,0.4767199849187514,11.779223408282196,18.97434285714286,48.25047619047616,-8.470160714285742,61.325146428571564,149.40365873015807,-227.0576970899453,83.16613492063406,5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2333035309,59.176,58.694,80.674,40.927,20.95,228.986,15.21,1,1.0,1.0,1,1.0,1.0,22,8.0,10.0,9.0,3,2,5.0,32.0,0.0,8,0.0,3.0,7,3.0,17.0,1,1.0,1.0,1,1.0,1,7,63.71295076147686,5.637878504672894,-0.015334587276396534,6.450611630321913,0.0007435512077380601,-0.09415101529663088,7.8298991206760125,-7.918854775427469e-05,0.013334530300667731,12.413015510502419,1.1865357142857187,70.54474999999998,1.4947083333333298,-9.276422619047597,28.540560606060442,-80.11079761904705,108.05356060606026,5,0.0,0.0,11.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2333035635,0.0,0.0,246.597,20.136,0.0,146.623,14.824,1,0.0,2.0,1,0.0,2.0,10,0.0,0.0,45.0,3,2,4.0,0.0,1.0,7,0.0,4.0,5,3.0,0.0,1,0.0,1.0,1,1.0,1,5,90.08130601939561,5.464763636363637,-0.11510980772265172,11.738248157248151,0.0032444723929815717,-0.4687572985576431,18.103902992277995,-1.476146433281482e-05,0.005657971811396796,19.03358296825154,-41.78030000000002,204.09579999999994,-4.31435714285716,-24.52287142857138,-26.99985714285765,7.993011904762615,190.92998571428564,3,0.0,0.0,63.0,6.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2333036071,211.876,78.947,57.396,13.934,143.12,57.087,8.576,1,1.0,1.0,1,1.0,1.0,13,123.0,22.0,9.0,3,2,9.0,6.0,12.0,8,0.0,12.0,7,9.0,4.0,1,1.0,1.0,1,1.0,1,8,64.50412441997412,2.604876595744679,-0.009961837129092809,3.770411539848538,0.00016947909488447823,-0.04961994533206072,5.310468075063795,-3.425689834508047e-07,0.00028972080807571066,5.52712761000597,-10.868690476190466,111.86991666666661,-2.0541428571428617,3.5103095238095654,-11.765635281385306,28.945170634920643,87.77942424242426,8,0.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2333036224,42.193,128.8,26.693,33.05,191.66,76.657,3.467,1,1.0,1.0,1,1.0,1.0,5,5.0,58.0,4.0,3,2,6.0,8.0,0.0,8,28.0,3.0,7,2.0,4.0,1,1.0,0.0,1,1.0,0,6,58.51599547225848,3.1519214659685857,-0.03338553492697711,6.323547284031412,0.0004923527363256648,-0.12693255482885338,9.27027841094051,-7.835491417197e-06,0.0027254677902268125,11.915179880781015,-3.7368095238095203,87.58833333333331,-2.446857142857134,13.391190476190417,31.30587012987008,-75.00880952380926,104.21306060606037,7,0.0,0.0,90.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2333036321,26.216,221.724,98.637,20.623,16.614,165.036,14.667,1,1.0,1.0,1,1.0,1.0,5,3.0,14.0,9.0,7,2,10.0,4.0,0.0,8,0.0,9.0,7,3.0,0.0,1,1.0,1.0,1,1.0,1,7,73.35388428323002,11.849115384615386,0.15769691795440957,7.827843976777935,-0.010266800421184418,0.6813037394348147,3.4644537977745573,-0.0003907080710632341,0.01962236701515294,5.905402471742101,-3.738666666666658,87.8593333333333,-3.568821428571428,21.243083333333345,-25.435919913420012,78.51405555555573,41.0104848484848,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
