STUDENTID,sec_spent_VH098519,sec_spent_VH098740,sec_spent_VH098753,sec_spent_VH098759,sec_spent_VH098783,sec_spent_VH098808,sec_spent_VH098810,sec_spent_VH098812,sec_spent_VH134366,sec_spent_VH134373,sec_spent_VH134387,sec_spent_VH139047,sec_spent_VH139196,sec_spent_VH356862,times_entered_VH098519,times_entered_VH098740,times_entered_VH098753,times_entered_VH098759,times_entered_VH098783,times_entered_VH098808,times_entered_VH098810,times_entered_VH098812,times_entered_VH134366,times_entered_VH134387,times_entered_VH139047,num_actions_VH098519,num_actions_VH098740,num_actions_VH098753,num_actions_VH098759,num_actions_VH098783,num_actions_VH098808,num_actions_VH098810,num_actions_VH098812,num_actions_VH134366,num_actions_VH134387,num_actions_VH356862,count_Click Choice,count_Click Progress Navigator,count_DropChoice,count_Eliminate Choice,count_Enter Item,count_Math Keypress,count_Move Calculator,count_Next,count_Open Calculator,count_Receive Focus,count_Vertical Item Scroll,percentile5_BlockRev,percentile5_VH098519,percentile5_VH098740,percentile5_VH098753,percentile5_VH098759,percentile5_VH098783,percentile5_VH098808,percentile5_VH098810,percentile5_VH134366,percentile5_VH134387,percentile5_VH139047,percentile5_VH356862,sec_spent_std,poly_delta_sec_deg0_coeff0,poly_delta_sec_deg1_coeff0,poly_delta_sec_deg1_coeff1,poly_delta_sec_deg2_coeff1,poly_delta_sec_deg3_coeff0,poly_delta_sec_deg3_coeff1,poly_delta_sec_deg3_coeff3,poly_per_item_sec_deg0_coeff0,poly_per_item_sec_deg1_coeff0,poly_per_item_sec_deg2_coeff0,poly_per_item_sec_deg2_coeff1,poly_per_item_sec_deg3_coeff1,poly_per_item_sec_deg3_coeff2,poly_per_item_sec_deg3_coeff3,answer_count_top1,answer_count_unanswered,percentile5_EOSTimeLft,count_Erase,count_Highlight,count_Scratchwork Draw Mode On,count_TextToSpeech,count_Equation Editor Button,count_Clear Scratchwork
2333070805,57.586,34.404,17.383,39.096,59.557,40.21,12.507,52.327,222.633,31.39,46.56,58.504,145.816,14.19,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,5,7.0,4.0,4.0,3.0,6.0,2,3.0,42.0,14.0,2,13.0,17.0,6.0,8.0,19,30.0,5.0,1,3.0,21.0,22.0,0.0,1,1.0,0.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1,50.73650406122372,5.023512295081964,-0.006548695422309785,5.819178788892606,-0.06992129478870257,9.006805476832261e-07,-6.750546964538065e-05,7.736973648878047,57.87494736842106,2.20228947368421,-0.06927192982456118,3.4491842105263144,2.2534398630265544,-12.82700361197114,55.58072727272727,9,7,0.0,11.0,0.0,2.0,2.0,7.0,0.0
2333070937,46.057,152.257,149.54,40.33,63.394,115.526,21.407,92.283,310.973,0.0,75.813,102.073,38.693,6.5,2,1.0,2.0,1.0,1.0,2.0,2,1.0,2.0,1.0,1.0,6,79.0,97.0,13.0,2.0,35.0,5,3.0,122.0,19.0,2,10.0,13.0,15.0,10.0,18,39.0,5.0,4,4.0,9.0,34.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,76.71864572417503,2.9558296836982993,0.0022047579210821527,2.503854309876456,-0.04027060049331301,8.26168173267853e-07,-0.0004044949914026678,2.573039032561886,90.98861538461539,-3.6292967032966983,-2.0692267732267755,21.201424575424593,7.8570389610388895,-24.569689643689298,103.63771428571368,12,10,0.0,2.0,11.0,3.0,15.0,0.0,14.0
2333071089,40.76,40.78,53.747,37.407,43.203,49.203,29.78,42.847,96.82,80.04,33.29,114.583,138.24,12.134,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,5,5.0,7.0,5.0,3.0,6.0,9,3.0,37.0,7.0,2,19.0,18.0,18.0,2.0,23,34.0,12.0,2,9.0,12.0,7.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,37.43145990875625,6.19121739130435,0.02258312689025449,4.124861280846064,-0.030208318189058652,-6.372084854652509e-06,0.0020376151345655735,7.646871138015202,49.78827272727272,3.275457933370977,-0.04026672783738,4.121059217955959,1.127955474159705,-5.465780122242345,27.374774703557264,17,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2333071151,94.949,68.02,46.963,134.017,134.607,84.013,34.308,44.663,184.587,0.0,51.37,320.33,0.0,7.07,2,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1.0,7,9.0,7.0,4.0,6.0,5.0,10,1.0,51.0,24.0,2,7.0,0.0,4.0,5.0,14,49.0,2.0,12,6.0,9.0,9.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,81.92898174380291,8.991768656716422,-0.07987140238656344,14.303216915422889,-0.30733095954728407,0.00012627324205443443,-0.023481289555568524,4.786939777283662,99.50908333333334,2.6830594405594383,0.9304018481518496,-7.55136088911091,7.856805694305708,-36.726213453213525,122.58883516483523,12,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2333071330,141.544,178.65,0.0,210.316,0.0,105.35,38.993,0.0,0.0,0.0,0.0,565.16,0.0,5.367,1,1.0,0.0,1.0,0.0,1.0,1,0.0,0.0,0.0,1.0,7,5.0,0.0,7.0,0.0,5.0,5,0.0,0.0,0.0,2,6.0,0.0,108.0,0.0,7,0.0,4.0,6,4.0,0.0,4.0,0.0,1,1.0,0.0,1.0,0.0,1.0,1,0.0,0.0,1.0,1,171.8262071378745,8.588827586206888,0.016682215399149793,7.387708077468107,-0.5332883611597261,5.214599077908838e-05,-0.007444293893290897,12.871429433048117,162.85471428571435,14.293892857142865,-5.161845238095272,45.264964285714534,108.50165476190419,-207.3205912698396,169.93947619047574,6,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2333071496,48.207,52.146,46.37,136.91,76.24,147.4,22.707,45.066,86.214,133.97,64.25,115.65,140.864,12.88,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,3,7.0,6.0,8.0,6.0,52.0,5,3.0,37.0,6.0,2,8.0,0.0,16.0,4.0,15,39.0,6.0,14,7.0,16.0,6.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,43.12341360617094,5.463470588235289,0.023998214504096848,2.823666992784641,-0.04950298214117202,-7.125796580139824e-07,0.0005692476355322008,5.880680428698902,79.23593333333336,1.5433321428571454,-0.5131615223012276,8.727593455074336,0.31693192918191726,4.237183165146474,57.18319477124173,13,6,0.0,33.0,0.0,3.0,0.0,0.0,0.0
2333071682,52.976,44.84,87.94,53.203,40.103,104.697,28.197,47.773,296.057,59.93,23.68,144.417,90.194,13.73,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,3,3.0,14.0,3.0,3.0,6.0,3,3.0,80.0,6.0,2,11.0,15.0,4.0,0.0,17,52.0,10.0,1,3.0,13.0,10.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,64.1072679783968,6.885038888888887,-0.020727058448306003,8.740110620012274,-0.27487827115742114,-3.024626869615481e-06,0.0022319514916376497,17.132810283061932,66.79458823529411,3.345987745098041,-0.569723039215687,12.461556372549039,3.2568528121774905,-11.295102038183604,44.023795665634395,4,4,0.0,0.0,0.0,0.0,26.0,1.0,0.0
2333072000,109.09,47.903,140.09,64.547,44.167,68.203,16.513,136.42,145.514,199.983,53.366,104.58,57.397,14.19,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,10,5.0,7.0,3.0,3.0,3.0,3,6.0,48.0,13.0,2,8.0,0.0,4.0,0.0,14,66.0,11.0,13,8.0,37.0,6.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,52.594532341774844,5.203303030303034,-0.04420486866956133,10.286862927302582,-0.07737380605665227,-7.123105210509961e-07,0.00038995990101081446,11.980509008882027,85.49714285714285,-0.8910989010989041,-0.9180776098901127,11.043910027472565,10.003010291179383,-43.67354063583453,115.47205462184814,13,8,0.0,0.0,0.0,0.0,3.0,14.0,0.0
2333072093,44.26,27.423,74.996,35.157,36.444,34.476,26.23,71.723,122.82,84.956,18.897,58.217,80.667,3.684,1,1.0,2.0,1.0,1.0,1.0,1,1.0,1.0,2.0,1.0,6,5.0,12.0,5.0,4.0,6.0,8,3.0,45.0,10.0,2,14.0,1.0,14.0,11.0,25,40.0,0.0,21,11.0,17.0,5.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,0,35.43304839012504,5.796979274611404,0.03482252049837083,2.4540173067678035,-0.04383839584698099,-4.2819244963716446e-06,0.0016428865275870746,6.4498104608387665,51.692363636363645,1.89715415019763,-0.30032100508187465,8.203895256916995,0.9367463134119874,-1.9479111504056512,26.41929407114619,17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2333072247,54.357,44.89,71.267,26.33,23.367,31.31,14.126,115.693,50.476,111.53,28.67,99.927,39.793,7.7,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,2,5.0,8.0,4.0,3.0,3.0,3,3.0,33.0,8.0,2,14.0,18.0,4.0,3.0,23,43.0,8.0,2,4.0,10.0,4.0,1.0,1,1.0,1.0,0.0,1.0,1.0,1,0.0,1.0,1.0,1,30.71440187537409,6.251946308724837,-0.0044317866860149055,6.579898523489934,-0.11399869968260136,-2.326491517476137e-05,0.005905128148503692,12.959193802063716,41.37727272727272,1.392255223037832,-0.04970941558441539,2.436152950310557,1.4351949270409219,-9.749490623297378,42.08772213438731,14,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2333072271,83.144,93.63,48.59,241.183,71.72,121.853,14.873,74.293,167.88,0.0,180.677,130.12,0.0,24.167,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,3,12.0,5.0,6.0,7.0,7.0,3,2.0,50.0,21.0,2,7.0,0.0,4.0,2.0,12,22.0,8.0,11,6.0,17.0,10.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,64.3123671502785,9.937539682539686,-0.0808755605549307,14.992262217222853,-0.5194238375659194,4.305674614124892e-05,-0.004564753685396259,19.951208949535395,97.96741666666668,-0.2927377622377607,-0.5256356143856148,5.489253996003998,1.3773921633921564,-2.526529674029649,95.64990476190471,14,12,0.0,0.0,0.0,0.0,0.0,4.0,0.0
2333072352,62.37,49.16,187.004,187.816,120.75,136.403,29.674,115.017,96.13,0.0,169.647,104.007,0.0,12.31,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,3.0,1.0,3,10.0,11.0,11.0,7.0,9.0,2,3.0,41.0,28.0,2,7.0,10.0,4.0,0.0,16,24.0,28.0,1,6.0,7.0,19.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,58.015501910413214,8.963820689655167,0.003741595811683212,8.694425791213977,-0.38088370331054544,3.167635135873478e-05,-0.0041710828718045665,13.230144820655726,95.08869230769231,-2.3732912087912044,-1.22123026973027,12.281472027972018,-4.734634115884112,28.482167540792524,69.57889285714279,13,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2333072387,20.493,19.577,51.67,79.556,54.617,29.077,11.377,55.483,391.843,145.316,46.117,38.62,231.477,5.56,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,3,4.0,10.0,6.0,7.0,5.0,5,6.0,230.0,6.0,2,10.0,2.0,4.0,2.0,15,165.0,25.0,12,7.0,54.0,34.0,0.0,0,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,0.0,1,100.57545416098746,2.9285265700483047,0.002627263322159043,2.385996694022468,-0.03474373639251614,-2.7019038255844e-07,0.00025786962411281073,5.896914952226476,78.49626666666668,6.977810714285709,-0.9644543471234645,20.48017157401423,7.507791002298339,-25.350641363810286,44.45215228758157,11,14,0.0,0.0,0.0,0.0,4.0,15.0,0.0
2333072531,93.55,35.873,81.493,127.34,97.113,34.97,24.83,45.97,109.757,134.093,118.424,126.447,64.29,6.9,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,3,7.0,7.0,5.0,5.0,3.0,3,3.0,47.0,6.0,2,10.0,0.0,10.0,0.0,16,47.0,6.0,15,8.0,11.0,14.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,39.653310733271375,7.629582278481006,-0.011263775197418698,8.51378863147838,-0.18591224240819962,-1.3840371729144443e-05,0.004371818161390466,15.681731257982785,72.10112500000002,1.5524558823529415,-0.4432857142857142,8.20174159663865,4.529478634368716,-20.684493975322827,75.11080959752304,15,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2333072875,58.891,48.38,96.31,184.673,159.653,204.029,18.037,0.0,151.36,0.0,160.56,132.407,0.0,15.916,2,1.0,1.0,1.0,2.0,2.0,1,0.0,1.0,2.0,1.0,9,7.0,9.0,38.0,6.0,12.0,3,0.0,36.0,61.0,2,7.0,9.0,10.0,0.0,15,19.0,19.0,5,9.0,7.0,6.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,64.32896739108521,6.244751269035524,-0.01978913291204809,8.184086294416243,-0.16996542168971934,1.3707293927459096e-05,-0.003263738859684855,7.983055772787953,105.9296363636363,2.0017272727272735,-3.640944055944062,38.41116783216789,3.296322843822828,11.957056721056777,57.95627972027977,11,13,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2333073031,31.47,56.486,139.336,138.127,153.184,62.537,32.556,43.216,115.414,0.0,201.13,214.93,0.0,11.717,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,3,8.0,7.0,12.0,25.0,6.0,2,2.0,40.0,18.0,2,7.0,10.0,36.0,0.0,12,21.0,10.0,1,8.0,11.0,9.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,66.4978749904315,7.10120118343195,0.015491012381283892,5.799956143404107,-0.06822461489458383,-6.405024181074978e-06,0.0021123733988443914,9.62154577750361,91.70641666666667,3.148646853146853,-0.6027110389610375,9.77846828171827,-4.611584970584969,26.664331205831207,51.31253479853477,13,12,0.0,1.0,0.0,0.0,3.0,1.0,0.0
2333073138,97.397,52.163,118.853,226.914,186.783,87.417,33.97,80.187,100.42,0.0,115.877,108.756,0.0,10.773,2,1.0,3.0,2.0,2.0,2.0,1,2.0,2.0,2.0,1.0,14,9.0,23.0,8.0,12.0,9.0,9,5.0,46.0,21.0,2,13.0,13.0,12.0,7.0,21,24.0,13.0,7,16.0,10.0,2.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,57.34293811190316,6.929034090909094,-0.004291802773497708,7.3045668335901395,-0.14536267246602985,1.254239464048756e-05,-0.002486259337742088,8.09204937432895,361.01608333333337,-37.21784265734266,-3.6281131368631363,2.6914018481518047,33.10318814518799,-152.0252914307907,609.3927142857141,10,12,0.0,0.0,0.0,1.0,2.0,0.0,0.0
2333073294,98.36,115.861,74.77,256.333,3.517,247.463,67.72,0.0,41.583,0.0,54.793,156.113,0.0,4.904,1,3.0,1.0,3.0,1.0,1.0,1,0.0,1.0,1.0,1.0,3,21.0,6.0,17.0,1.0,58.0,3,0.0,5.0,2.0,2,5.0,1.0,4.0,2.0,16,0.0,10.0,12,3.0,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,1.0,1,0.0,1.0,1.0,1,79.27789055852661,6.5371576086956535,-0.03959635433723102,10.160224030552293,0.08779622147803046,-6.31593256586068e-06,0.001037589195256288,8.19972653700495,100.01975000000004,-4.327185314685311,-2.1832095404595377,19.688119630369613,-4.141476634476637,27.93657799607801,77.91895970695965,7,19,0.0,2.0,13.0,5.0,14.0,0.0,7.0
2333073472,106.08,62.803,81.534,131.95,46.097,110.557,19.446,63.233,147.943,67.806,159.053,83.117,111.277,8.19,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,42,12.0,8.0,58.0,5.0,24.0,7,8.0,45.0,40.0,2,8.0,12.0,8.0,14.0,15,43.0,19.0,2,14.0,12.0,16.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,44.48978234676162,3.966168284789647,0.008598438548610797,2.6420087483035792,0.0037048414657375292,-5.676831408653668e-08,4.211526332510094e-05,2.974524905057457,78.04246666666668,-0.6592607142857143,0.06711514221073096,-1.5988727052359462,5.444000700280107,-30.685263152696876,112.6529225490196,16,6,0.0,0.0,12.0,2.0,0.0,0.0,6.0
2333073570,41.48,34.063,150.943,83.107,32.2,53.914,13.59,85.407,70.517,53.624,91.92,31.223,39.806,5.41,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,3,6.0,8.0,6.0,5.0,7.0,3,4.0,38.0,6.0,2,13.0,0.0,4.0,0.0,20,36.0,19.0,19,11.0,10.0,4.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0.0,1,42.56441891533349,7.6993589743589705,0.0446102163708492,4.242067205618162,-0.10440037535138506,7.823503904724963e-06,-0.0008576060015760749,6.638057550881246,58.54855000000002,0.4603842105263154,-0.6179403622693098,12.201251093643203,0.8819817294922981,1.0913018455423082,34.2515046866177,20,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2333073880,154.356,62.473,50.44,341.887,0.0,112.997,25.707,0.0,127.087,0.0,279.93,88.74,0.0,12.93,1,1.0,1.0,2.0,0.0,2.0,1,0.0,1.0,1.0,3.0,3,6.0,6.0,37.0,0.0,7.0,6,0.0,35.0,4.0,2,8.0,12.0,6.0,4.0,14,20.0,5.0,1,6.0,5.0,4.0,0.0,1,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1.0,1,102.59219431326149,10.215829268292694,0.0027666352813712916,10.047064516129035,-0.5630423449580445,0.0001667455956488023,-0.025876665477178276,6.688554719818153,116.6281,-9.865993939393933,-4.063375000000008,26.704381060606114,-8.01916083916093,40.21265714840746,104.88043916083873,10,13,0.0,2.0,0.0,1.0,0.0,0.0,1.0
2333074045,518.426,0.0,0.0,5.83,0.0,215.45,134.16,0.0,0.0,0.0,0.0,287.93,0.0,34.994,1,0.0,0.0,1.0,0.0,2.0,1,0.0,0.0,0.0,2.0,75,0.0,0.0,1.0,0.0,12.0,18,0.0,0.0,0.0,14,17.0,3.0,16.0,4.0,9,0.0,11.0,5,6.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,1.0,1,173.87375472838602,6.451881720430111,-0.017336454550116755,8.055503766315905,0.12352228315066528,-7.1679017020740875e-06,0.0012276941401591674,5.968393481696797,170.97214285714296,-7.7251071428571425,-13.104892857142847,70.90424999999998,-45.0696428571438,141.93702777777995,107.31316666666596,5,21,0.0,6.0,21.0,3.0,12.0,0.0,10.0
2333074231,50.824,44.953,57.796,199.553,31.003,33.31,32.596,30.974,129.584,32.467,36.637,176.38,79.873,11.264,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,3,4.0,5.0,9.0,3.0,3.0,5,3.0,34.0,7.0,2,14.0,0.0,4.0,2.0,23,36.0,9.0,20,3.0,11.0,2.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,51.03088697199726,8.051499999999999,-0.06960777153353302,12.889240121580533,-0.21929433494731837,5.785241754960701e-07,0.0009562594605873777,16.256014912567196,51.145227272727276,2.1766996047430847,-0.14646541501976273,5.252473320158105,-1.0507679217807402,12.67349547881565,6.582803952569141,9,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2333074487,209.906,124.724,188.85,99.486,66.483,121.07,26.88,114.377,107.65,0.0,28.89,198.734,0.0,10.604,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,3,3.0,9.0,7.0,7.0,3.0,6,2.0,35.0,7.0,2,8.0,0.0,4.0,5.0,12,22.0,8.0,11,3.0,7.0,2.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,64.39867274878851,14.104934782608701,-0.16428355655564636,21.5798366058906,-1.010246593568368,0.00033608164228343673,-0.036578847061659175,22.02061866724048,98.42375,-10.134541958041961,2.4474702797202803,-37.05671503496505,6.125335664335656,-52.5483298368298,210.0676153846154,11,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2333074746,118.007,64.983,93.824,323.687,65.743,176.543,26.173,50.654,130.197,0.0,62.953,118.42,0.0,7.72,1,1.0,2.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,29,8.0,18.0,88.0,7.0,31.0,5,2.0,44.0,6.0,2,13.0,10.0,14.0,0.0,14,20.0,39.0,1,14.0,8.0,12.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,81.04051222844363,4.717309433962266,0.0016011239505281391,4.505961072492552,-0.0488097830740161,4.727850635000668e-06,-0.0016812784460642641,2.4153791224443637,90.956,-3.1267032967032953,-2.3524485514485525,25.102679320679332,-13.132219530469516,74.80940105727598,18.436524725274875,13,13,0.0,0.0,0.0,0.0,0.0,0.0,7.0
2333075076,28.817,36.05,220.77,177.997,25.656,22.473,12.553,30.614,91.843,106.327,49.474,169.263,55.263,1.61,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,3,4.0,19.0,10.0,3.0,3.0,5,3.0,37.0,7.0,2,16.0,20.0,18.0,0.0,25,35.0,16.0,4,4.0,10.0,2.0,0.0,1,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,0,59.98920541253652,7.1947514792899385,0.0037502834269802724,6.879727671423596,-0.01537004604981298,5.6265083877277795e-06,-0.00130406862872649,6.101694424787786,72.50970000000002,3.930445112781955,0.11648701298701254,1.717191866028719,-2.2762149167967607,19.439977037163953,17.40467148503679,19,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2333075688,139.596,52.866,85.4,112.31,155.7,236.57,22.537,0.0,154.907,0.0,59.323,322.784,0.0,9.87,1,1.0,1.0,1.0,1.0,1.0,1,0.0,1.0,1.0,1.0,12,5.0,16.0,3.0,2.0,8.0,5,0.0,43.0,13.0,2,10.0,9.0,12.0,0.0,11,28.0,4.0,1,10.0,8.0,6.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,89.73052260191747,10.479558139534877,-0.07685645684257601,15.398371377459743,-0.34440959222857237,0.00017074178839711644,-0.03069216450204328,3.5754347830404813,105.6526363636363,4.910799999999999,0.15607226107225797,3.350077389277426,18.202683566433453,-65.46766705516669,126.75158741258737,10,12,0.0,5.0,0.0,0.0,0.0,0.0,0.0
2333076111,25.357,60.344,82.13,163.973,91.237,74.263,13.613,102.397,164.353,44.647,3.983,59.797,6.063,4.233,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,4,11.0,9.0,38.0,20.0,9.0,6,7.0,58.0,2.0,2,16.0,6.0,4.0,16.0,22,28.0,15.0,15,9.0,10.0,6.0,1.0,0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,1,47.54487111638777,5.201204255319144,0.010386834586257597,3.9859446087270087,-0.06652589325205775,8.668504189211008e-07,2.4422374062605205e-05,6.424478151379429,52.327761904761886,0.17428181818181718,-0.8256559035929751,16.68739989004132,-0.9814828804554134,17.903889156080734,-3.4830243741763542,17,6,0.0,1.0,0.0,0.0,0.0,0.0,2.0
2333076625,77.243,41.946,142.33,162.32,53.79,63.287,37.144,146.753,121.33,0.0,187.317,157.337,0.0,12.653,2,1.0,3.0,1.0,1.0,2.0,1,1.0,1.0,1.0,1.0,10,10.0,15.0,7.0,5.0,8.0,14,24.0,41.0,87.0,2,12.0,13.0,4.0,14.0,16,18.0,17.0,2,9.0,8.0,3.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,56.40549099378535,5.1650214592274635,-0.023266751858471577,7.863964674810171,-0.10442752679716631,7.377856896984856e-06,-0.002217663273690835,6.4416222814829895,187.9176666666667,-22.32115384615386,3.1051383616383625,-56.47767582417587,46.129035797535614,-237.69954684204615,496.6832417582411,10,11,0.0,2.0,4.0,1.0,0.0,0.0,1.0
2333076714,55.58,49.354,129.247,136.57,118.043,64.453,18.84,136.6,97.613,72.823,50.42,71.963,133.707,10.817,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,7,7.0,7.0,7.0,5.0,6.0,3,7.0,49.0,13.0,2,10.0,0.0,4.0,5.0,16,34.0,8.0,15,9.0,17.0,5.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,41.633561347787676,8.23382550335571,0.028741309631779413,6.106968590604026,-0.18327479702511493,-1.3277588429660304e-05,0.004380165892579823,13.410093864990497,73.84068750000004,0.14269264705882606,-0.7509532563025205,11.406991491596632,-3.0921622495151793,25.00681439883638,32.28379411764722,15,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2333076871,104.453,36.474,75.847,169.763,139.456,261.71,29.933,0.0,145.106,0.0,95.887,147.977,0.0,7.724,1,1.0,1.0,1.0,1.0,1.0,1,0.0,1.0,1.0,1.0,6,3.0,6.0,4.0,12.0,7.0,2,0.0,46.0,7.0,2,7.0,9.0,6.0,0.0,11,24.0,7.0,1,4.0,6.0,13.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,69.93615676428522,11.348878504672891,-0.1276015106095339,18.11175856697818,-0.5993583879410493,0.0001384901168194248,-0.017569391995689323,18.352249919238734,105.09099999999997,-0.6508909090909132,-3.632848484848492,35.67759393939403,3.252751748251701,9.420505050505211,70.37816783216782,11,12,0.0,0.0,0.0,0.0,0.0,0.0,3.0
2333079179,171.833,66.07,194.833,182.076,159.834,160.023,32.834,0.0,170.477,0.0,44.9,109.654,0.0,6.686,1,1.0,1.0,1.0,1.0,1.0,1,0.0,1.0,1.0,1.0,9,9.0,9.0,8.0,9.0,7.0,3,0.0,47.0,10.0,2,7.0,2.0,4.0,4.0,11,27.0,18.0,8,9.0,10.0,4.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,65.31796121276088,10.477580645161297,-0.05272518646734857,13.720179612903234,-0.47729378811424733,7.948640711169252e-05,-0.011213464862945492,15.136797711092589,107.88318181818181,-10.390909090909089,-1.150671328671331,1.1158041958042326,2.859818181818134,-14.177529137528952,152.2028321678322,7,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2333079268,24.616,41.347,64.917,110.983,37.64,56.307,18.517,42.624,277.366,37.66,25.783,287.887,99.546,10.763,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,3,6.0,10.0,13.0,5.0,7.0,5,4.0,87.0,7.0,2,15.0,0.0,4.0,1.0,16,63.0,8.0,15,5.0,16.0,21.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,82.08561584385441,5.509743243243237,-0.029818723193294545,8.80471215610229,-0.15760869409607375,-1.2633944765471404e-06,0.0009970504314313915,14.162961744511986,73.58112500000003,6.058255882352942,-0.5350294117647056,14.083697058823518,4.139222791140733,-13.068514626498262,37.775306501547774,9,6,0.0,2.0,1.0,1.0,5.0,2.0,2.0
